GeneID 28cell1pro 28cell2pro 28cell3pro blastula2pro blastula3pro dlarv1pro dlarv2pro dlarv3pro gastrula1pro gastrula2pro gastrula3pro morula1pro morula2pro ovo1pro ovo2pro spat1pro spat2pro spat3pro troc1pro troc2pro
CGI_10020940 10 3 5 5 3 3 7 2 4 8 6 10 3 8 5 1 0 2 13 12
CGI_10020942 3 6 3 2 4 4 5 3 8 2 8 4 1 2 0 1 0 1 3 2
CGI_10020943 3 9 5 12 8 7 7 10 6 14 25 12 6 9 3 29 36 36 24 19
CGI_10020947 6 7 4 5 6 5 2 3 3 15 5 4 3 12 1 3 1 0 8 10
CGI_10020951 1 0 1 0 0 0 2 0 0 0 5 2 2 1 1 0 1 0 4 1
CGI_10020953 7 11 7 12 7 15 13 8 14 19 20 25 13 15 0 4 3 5 45 16
CGI_10020959 1 1 0 3 0 0 0 0 0 1 2 1 1 6 0 0 0 0 0 0
CGI_10020967 33 12 48 11 10 18 11 5 17 16 12 19 10 9 4 19 17 19 22 11
CGI_10020968 4 6 7 9 8 8 7 2 10 10 13 11 6 7 3 1 0 1 12 10
CGI_10020969 4 7 3 6 7 6 12 6 10 13 13 4 20 8 0 2 2 1 13 8
CGI_10020970 1 2 2 4 3 6 2 3 4 6 5 1 1 4 0 0 0 0 6 0
CGI_10020972 5 3 7 1 5 2 4 6 7 11 7 7 3 13 0 1 1 2 16 1
CGI_10020973 3 3 5 3 3 4 4 4 4 7 5 4 5 4 1 5 2 5 6 7
CGI_10020975 13 3 7 2 2 1 4 3 6 7 3 2 0 4 0 16 8 8 6 2
CGI_10020976 10 6 11 7 13 4 12 8 10 16 8 11 14 22 3 0 1 0 21 9
CGI_10020977 10 26 9 25 23 61 49 40 46 53 43 71 39 22 7 22 17 19 97 58
CGI_10020978 8 12 10 6 7 10 6 10 17 14 14 10 12 4 3 14 21 18 16 6
CGI_10020983 2 6 4 2 0 0 0 0 1 2 5 2 0 3 2 4 0 1 4 0
CGI_10020985 4 7 6 7 14 29 15 17 19 40 33 24 12 9 1 30 19 34 45 26
CGI_10020990 0 0 8 5 5 7 4 3 7 3 12 4 8 4 0 0 0 0 3 5
CGI_10020991 3 10 10 5 6 7 11 5 8 16 17 6 7 16 0 3 6 5 17 7
CGI_10020992 4 8 2 2 1 3 1 1 1 8 4 3 0 5 1 0 1 1 3 3
CGI_10020993 1 5 2 2 2 3 4 3 7 7 3 1 4 2 1 0 0 0 3 2
CGI_10020994 3 3 8 7 4 4 5 4 7 13 5 8 6 5 2 1 2 0 9 10
CGI_10020995 6 5 1 0 2 2 3 0 3 5 3 3 1 2 0 2 2 2 8 3
CGI_10020996 7 6 10 8 13 9 17 8 15 10 20 11 13 9 2 1 3 1 18 14
CGI_10020997 8 15 3 10 7 8 14 10 15 31 17 22 15 17 2 0 1 1 31 18
CGI_10020999 1 2 0 0 2 1 2 0 2 0 2 0 3 1 1 8 0 0 1 2
CGI_10021007 99 44 126 33 52 73 82 52 71 100 92 93 68 35 15 163 131 208 193 114
CGI_10021008 147 51 276 52 66 104 92 85 82 129 95 126 85 67 16 272 234 287 181 138
CGI_10021018 0 1 1 0 0 0 4 1 1 1 1 1 0 5 0 0 0 1 0 0
CGI_10021021 1 0 1 1 1 2 1 0 2 1 2 2 1 4 1 2 0 1 2 4
CGI_10021022 2 0 1 1 2 10 11 9 4 1 2 14 5 5 1 3 2 1 12 5
CGI_10021028 2 0 1 0 0 1 0 1 2 1 3 1 0 0 2 4 3 0 3 0
CGI_10021029 8 4 5 2 1 1 1 3 4 3 2 2 2 2 0 2 0 2 4 1
CGI_10021031 0 1 0 0 0 1 3 1 1 2 4 1 0 0 0 10 5 0 1 1
CGI_10021033 4 20 5 21 19 13 28 13 14 30 26 17 21 17 4 25 17 17 42 18
CGI_10021035 34 12 54 23 31 31 20 19 28 47 36 33 26 17 5 18 22 26 53 27
CGI_10021036 50 9 60 5 7 11 11 6 8 14 13 19 14 0 7 65 37 50 37 30
CGI_10021037 7 6 4 2 4 2 6 0 3 7 9 2 9 6 0 0 0 0 14 3
CGI_10021038 19 5 24 16 24 19 20 16 23 15 19 40 26 13 3 34 24 30 25 28
CGI_10021039 19 15 14 24 25 17 22 18 26 63 45 37 49 10 4 6 1 5 48 21
CGI_10021045 7 9 4 10 4 12 10 10 9 19 16 15 12 12 4 3 1 5 22 7
CGI_10021046 0 5 1 9 1 5 3 3 4 1 5 5 4 1 0 0 0 2 11 4
CGI_10021056 20 7 32 3 2 4 5 3 2 3 4 5 5 2 2 17 13 15 9 5
CGI_10021057 0 1 1 4 3 2 2 3 8 4 4 5 7 5 1 5 5 1 9 4
CGI_10021058 0 0 1 0 0 0 1 1 4 7 4 0 0 1 0 0 0 0 2 0
CGI_10021061 10 16 7 14 8 15 16 13 9 52 34 13 13 4 0 44 27 12 46 18
CGI_10021062 0 1 1 2 0 3 4 2 3 1 9 3 4 2 3 0 0 0 2 2
CGI_10021063 6 0 8 2 2 4 1 1 2 3 3 3 3 0 1 1 4 1 5 2
CGI_10021068 6 19 8 10 10 15 11 8 29 37 29 14 14 23 8 10 8 9 35 14
CGI_10021069 4 3 0 6 3 0 1 2 1 8 9 5 5 5 1 0 0 1 7 1
CGI_10021072 0 0 0 1 0 4 0 0 1 1 6 1 2 1 0 2 3 0 1 2
CGI_10021094 9 5 6 9 4 7 4 3 7 5 4 4 4 4 0 0 0 0 9 5
CGI_10021096 1 5 0 0 0 0 0 2 2 4 5 1 1 0 0 2 1 0 2 2
CGI_10021098 1 7 4 3 3 2 3 1 4 10 5 0 2 2 0 0 0 0 6 4
CGI_10021099 5 2 2 11 12 12 5 10 20 20 17 14 14 11 3 4 4 8 17 18
CGI_10021109 6 9 4 5 15 4 8 4 10 13 13 3 11 9 7 9 7 10 21 8
CGI_10021110 4 7 5 2 3 7 6 7 4 14 4 5 6 13 3 6 1 3 16 11
CGI_10021113 1 5 1 0 0 0 0 3 1 1 1 1 0 4 0 0 0 0 2 1
CGI_10021117 31 5 85 10 9 20 16 8 9 14 17 21 21 7 1 50 32 45 24 12
CGI_10021118 5 2 7 3 5 9 9 4 6 4 4 7 7 1 0 5 4 5 18 9
CGI_10021119 2 1 0 0 1 0 3 0 0 3 5 2 4 2 0 0 0 0 3 0
CGI_10021122 2 0 2 1 1 4 1 2 6 2 4 2 3 6 1 1 0 0 4 0
CGI_10021124 0 1 3 6 3 5 2 3 4 8 3 1 4 9 0 1 0 0 4 1
CGI_10021125 0 7 2 7 6 4 5 3 5 12 10 6 3 9 1 0 1 0 1 6
CGI_10021126 0 0 0 2 2 3 1 2 5 2 1 0 4 0 0 0 0 0 4 1
CGI_10021127 6 4 1 7 10 6 10 10 4 15 15 3 9 8 3 7 12 7 24 12
CGI_10021128 6 0 4 0 0 2 0 1 1 1 5 1 1 0 0 0 0 0 6 1
CGI_10021131 4 2 3 3 3 4 4 4 2 4 3 3 3 3 0 0 2 2 8 4
CGI_10021132 8 5 6 5 9 12 8 4 7 15 17 10 10 13 0 1 1 2 25 5
CGI_10021141 9 6 4 6 3 4 5 4 3 6 11 6 5 9 0 8 3 2 14 8
CGI_10021143 19 16 10 17 17 20 27 18 28 48 32 31 29 15 2 4 0 4 31 25
CGI_10021145 5 13 6 5 15 22 16 14 21 19 25 24 17 20 3 6 6 6 55 16
CGI_10021148 9 7 7 9 3 14 10 5 11 22 24 14 8 9 1 8 1 11 13 7
CGI_10021154 3 2 4 0 0 4 2 0 2 8 4 1 6 1 1 0 0 2 8 3
CGI_10021156 1 4 2 1 6 14 16 12 13 10 7 17 3 5 0 3 2 1 20 12
CGI_10021163 3 6 6 7 8 6 5 3 4 7 8 7 9 18 1 2 3 0 7 6
CGI_10021164 0 1 0 0 0 0 1 0 0 0 0 0 1 5 1 0 1 0 3 3
CGI_10021172 1 3 6 6 15 9 10 3 8 14 17 13 5 4 2 7 6 4 25 10
CGI_10021173 4 1 3 1 3 1 1 2 2 6 3 2 4 6 2 0 0 1 5 1
CGI_10021175 28 38 30 23 25 42 39 36 42 62 54 54 34 26 9 35 29 51 91 37
CGI_10021177 8 1 10 1 0 0 1 1 1 1 2 1 0 1 0 8 1 4 2 0
CGI_10021178 4 0 8 1 5 3 1 0 2 0 0 0 2 3 0 5 3 3 1 1
CGI_10021179 0 0 2 0 2 2 2 5 3 2 0 2 5 0 0 5 5 1 3 2
CGI_10021182 0 0 5 4 4 3 3 4 4 0 1 6 4 2 2 8 6 2 11 4
CGI_10021187 0 4 4 1 0 0 3 1 0 4 0 0 0 7 1 0 2 1 2 0
CGI_10021210 4 4 1 3 3 0 1 3 1 2 6 0 1 4 0 3 1 0 3 1
CGI_10021212 1 4 2 2 1 3 5 2 2 8 2 5 2 9 0 2 0 1 8 0
CGI_10021215 12 4 7 14 15 16 27 13 26 32 24 41 29 7 0 18 18 25 43 29
CGI_10021219 2 6 2 3 2 3 2 0 1 3 6 2 2 8 0 0 0 1 2 4
CGI_10021221 3 19 4 18 15 13 19 16 18 21 21 22 17 20 3 2 0 1 25 13
CGI_10021222 2 4 1 4 1 3 1 2 2 5 4 6 0 5 0 0 0 0 3 0
CGI_10021223 0 7 6 1 5 2 3 4 3 10 7 4 6 10 2 0 0 0 7 2
CGI_10021224 13 11 11 10 26 27 21 23 23 34 31 26 23 14 2 18 11 20 48 38
CGI_10021229 6 4 7 19 8 7 13 2 5 13 6 11 9 9 0 1 0 0 22 13
CGI_10021230 38 21 28 20 14 36 38 22 34 69 44 44 29 31 4 29 19 34 76 32
CGI_10021231 0 3 3 4 1 2 2 4 4 1 5 4 0 2 0 0 0 1 8 2
CGI_10021232 1 5 0 6 6 4 9 6 6 4 10 4 6 9 1 4 0 4 10 6
CGI_10021233 12 6 7 10 17 11 15 14 11 18 22 20 18 11 3 9 14 10 31 15
CGI_10021234 13 21 17 32 24 26 31 23 30 46 51 47 34 17 5 9 13 10 60 33
CGI_10021236 2 7 0 0 4 3 1 4 4 3 1 1 2 1 0 0 1 1 8 3
CGI_10021238 6 0 3 1 0 2 1 1 3 3 2 1 2 6 0 3 2 1 5 0
CGI_10021240 7 7 9 3 8 4 6 4 8 9 13 4 11 5 1 7 4 4 22 5
CGI_10021242 0 5 0 2 2 0 0 0 0 1 2 0 0 1 1 0 1 0 2 2
CGI_10021244 2 1 0 2 3 2 7 2 7 4 4 5 9 3 0 0 0 0 9 4
CGI_10021248 3 1 5 1 0 0 1 0 1 0 4 2 0 0 0 5 2 5 4 1
CGI_10021249 2 2 3 2 0 2 5 0 1 4 3 3 0 0 0 5 0 1 10 1
CGI_10021253 0 0 0 2 0 0 0 0 2 6 1 1 0 1 1 1 1 2 4 2
CGI_10021254 7 9 2 2 4 7 4 1 4 14 6 8 7 9 1 24 22 15 11 3
CGI_10021255 14 14 12 15 15 21 23 14 28 41 34 32 22 20 4 5 3 6 68 23
CGI_10021260 6 24 12 21 11 22 24 15 24 36 34 30 27 27 1 6 7 7 56 32
CGI_10021263 4 5 8 8 11 13 9 13 16 24 19 17 14 12 0 5 4 3 29 7
CGI_10021265 0 1 1 0 0 2 0 0 1 0 0 2 1 6 0 1 1 5 6 2
CGI_10021267 3 8 1 3 4 1 1 3 3 9 7 5 2 5 0 8 1 0 6 4
CGI_10021269 0 4 2 2 4 3 6 3 0 3 3 6 4 1 0 1 0 1 5 3
CGI_10021275 1 2 2 0 5 1 4 4 1 5 1 1 5 1 0 1 1 0 4 3
CGI_10021276 2 6 1 4 3 0 1 3 1 3 2 0 2 2 0 0 0 0 3 1
CGI_10021277 2 2 0 4 1 7 3 2 4 5 4 4 4 3 0 2 0 1 9 7
CGI_10021278 0 1 1 0 2 1 1 1 1 1 6 4 1 1 1 2 0 0 4 1
CGI_10021282 5 1 5 1 1 1 1 0 2 4 2 0 3 0 0 2 3 4 5 2
CGI_10021285 24 3 17 2 0 5 2 3 5 5 7 6 5 0 0 14 7 11 14 4
CGI_10021286 2 0 6 0 1 0 1 0 0 2 2 0 0 3 0 0 0 3 4 6
CGI_10021292 0 1 3 3 3 6 2 5 1 8 5 8 3 13 2 1 0 0 5 10
CGI_10021293 3 0 2 1 3 1 5 4 2 1 4 3 4 3 0 0 0 0 3 4
CGI_10021298 0 0 0 0 0 0 3 0 0 1 0 2 1 1 2 12 7 1 3 1
CGI_10021302 4 1 0 4 2 0 3 2 1 6 5 2 1 9 3 3 0 2 7 3
CGI_10021303 2 1 0 0 0 2 1 3 0 3 1 0 1 5 1 0 1 0 3 0
CGI_10021314 0 0 0 1 1 4 0 0 4 3 4 4 2 0 0 0 0 0 0 0
CGI_10021315 0 1 9 1 2 6 7 3 8 4 8 11 4 12 2 5 2 6 16 5
CGI_10021317 3 5 3 0 2 3 4 2 4 4 8 2 7 0 0 2 3 0 7 16
CGI_10021318 4 18 8 8 9 6 21 16 19 39 24 10 19 7 6 18 14 13 20 17
CGI_10021321 2 5 4 11 6 16 10 8 13 28 18 17 9 10 1 0 0 0 15 18
CGI_10021324 63 29 116 23 41 59 55 40 53 66 76 65 62 53 9 83 75 78 112 54
CGI_10021326 8 4 10 3 2 3 2 1 2 2 0 1 3 0 0 2 0 5 5 1
CGI_10021331 0 5 4 6 0 7 12 10 6 8 7 15 2 3 0 4 0 1 16 5
CGI_10021341 5 14 15 12 18 18 23 10 17 16 15 26 19 22 8 1 5 2 40 20
CGI_10021342 0 4 1 2 1 11 3 3 2 3 3 4 0 0 0 2 5 7 7 3
CGI_10021346 0 0 0 3 0 1 1 0 0 1 5 1 0 3 1 2 2 1 0 1
CGI_10021350 3 3 2 3 5 6 1 1 3 8 4 3 4 7 0 0 0 0 13 6
CGI_10021362 3 1 3 2 4 4 3 4 6 4 8 7 11 5 2 0 1 1 5 10
CGI_10021364 6 8 3 14 5 5 12 15 8 10 21 13 11 4 0 0 0 0 25 13
CGI_10021376 0 3 0 3 5 3 4 0 0 5 3 0 3 2 1 0 0 0 3 0
CGI_10021384 5 3 2 1 0 1 1 2 5 5 3 3 3 0 1 0 0 2 4 3
CGI_10021399 108 19 145 22 20 36 41 22 28 37 35 37 28 8 5 120 92 129 69 42
CGI_10021401 1 12 8 6 11 9 20 13 13 16 14 11 12 16 0 4 1 2 30 9
CGI_10021409 0 5 0 1 0 0 0 0 1 3 5 0 2 2 0 0 0 0 4 0
CGI_10021411 15 12 5 16 5 19 18 16 18 45 29 13 14 29 1 1 1 1 22 13
CGI_10021428 6 13 3 13 20 17 9 10 18 30 37 21 15 11 0 0 0 0 24 19
CGI_10021433 20 10 22 10 8 24 25 16 24 23 18 27 22 11 1 22 12 14 38 24
CGI_10021435 10 2 2 2 0 2 0 0 1 1 1 1 1 6 1 0 1 0 0 1
CGI_10021437 1 4 1 0 0 0 1 3 1 7 1 0 1 3 2 1 0 1 4 2
CGI_10021439 2 1 6 0 3 1 1 2 0 0 0 1 1 0 1 0 0 0 3 2
CGI_10021450 7 1 1 0 1 9 4 6 5 3 0 4 2 0 0 2 1 5 12 1
CGI_10021451 6 2 6 3 1 0 3 0 5 0 3 1 8 3 1 1 0 1 7 5
CGI_10021458 14 22 10 1 7 15 9 7 12 9 15 11 8 22 7 11 5 1 15 14
CGI_10021461 22 2 31 1 4 4 5 4 5 7 10 10 7 4 0 4 25 4 9 2
CGI_10021463 4 6 2 5 4 2 3 6 7 10 9 8 7 2 2 2 3 3 6 5
CGI_10021464 50 34 55 19 20 23 23 23 28 39 42 40 23 17 4 42 46 50 44 33
CGI_10021468 9 13 10 16 19 34 28 20 26 44 39 42 28 27 2 29 30 44 81 39
CGI_10021470 37 24 62 11 17 21 26 24 25 44 33 20 18 19 3 49 49 63 30 27
CGI_10021472 6 20 20 22 32 41 54 40 40 57 56 72 40 19 4 3 3 2 81 64
CGI_10021473 3 6 4 11 10 7 9 4 11 14 8 17 5 10 0 7 5 5 20 7
CGI_10021474 2 23 7 11 17 15 20 16 20 25 23 37 19 12 3 2 1 0 27 18
CGI_10021475 8 1 19 5 0 8 4 2 5 9 11 6 3 2 0 19 11 21 9 8
CGI_10021476 2 0 0 0 3 0 0 0 1 1 1 2 2 0 1 0 0 1 2 2
CGI_10021479 9 9 3 7 1 6 3 5 2 11 11 7 6 3 0 11 11 17 15 6
CGI_10021483 0 2 3 2 0 5 1 1 5 0 2 2 2 0 1 2 2 1 13 5
CGI_10021485 4 5 6 5 7 16 14 8 15 9 14 9 9 14 6 25 5 7 36 10
CGI_10021498 3 5 3 2 0 1 4 1 5 4 9 5 5 10 1 7 1 8 10 4
CGI_10021503 1 13 4 0 2 0 5 3 2 5 12 8 3 14 0 0 1 1 4 4
CGI_10021512 3 0 1 2 1 2 2 3 1 4 6 1 2 11 1 6 1 4 5 3
CGI_10021513 0 4 1 2 1 1 2 6 1 5 2 1 1 1 0 1 0 0 2 1
CGI_10021515 3 7 10 2 2 4 5 3 7 6 13 7 5 6 0 10 2 11 14 9
CGI_10021516 19 4 25 5 2 10 12 9 7 20 18 13 2 2 1 16 15 25 23 14
CGI_10021517 2 5 3 3 2 2 3 1 4 1 4 3 6 2 0 0 0 2 3 3
CGI_10021519 4 4 0 4 1 3 2 2 2 6 16 1 1 0 0 1 0 0 3 4
CGI_10021527 3 1 5 3 1 3 7 6 6 8 8 2 7 5 0 7 2 1 14 8
CGI_10021529 19 25 12 14 21 50 35 37 56 82 71 68 58 24 8 34 38 41 108 68
CGI_10021530 9 16 12 5 13 13 16 16 16 39 27 24 8 15 1 6 7 4 36 26
CGI_10021531 1 2 0 6 2 2 1 0 5 2 2 2 0 0 0 1 0 0 4 1
CGI_10021532 0 1 1 1 0 1 0 2 2 3 3 1 0 1 1 4 1 1 1 1
CGI_10021534 10 5 10 14 11 19 15 22 22 29 24 14 12 12 0 2 2 0 33 21
CGI_10021535 9 25 8 20 17 26 38 15 30 52 31 21 30 24 1 16 4 12 49 25
CGI_10021538 0 3 2 1 0 0 1 1 2 2 3 0 4 5 0 1 0 0 2 0
CGI_10021540 12 2 2 5 5 4 5 5 10 7 11 5 2 5 0 0 0 3 15 3
CGI_10021544 7 1 1 5 4 4 7 4 5 8 7 2 5 8 0 1 2 0 5 3
CGI_10021550 2 4 4 2 0 2 0 1 1 5 1 1 0 4 1 0 0 0 4 0
CGI_10021552 8 10 7 11 8 11 14 9 9 16 22 7 22 4 2 2 0 0 10 7
CGI_10021553 38 16 21 25 40 36 38 29 43 54 50 51 56 34 2 3 6 10 78 49
CGI_10021555 6 0 1 1 3 0 1 1 0 1 1 0 0 1 0 5 1 1 0 0
CGI_10021556 26 37 23 31 22 33 51 39 43 77 70 73 55 25 5 13 7 11 86 44
CGI_10021558 15 13 12 12 17 7 7 8 20 19 13 22 22 13 4 9 11 4 24 17
CGI_10021559 97 14 127 18 22 46 52 24 32 54 41 61 47 21 2 101 94 137 76 48
CGI_10021560 7 1 1 1 5 5 4 0 5 7 3 4 5 3 0 0 0 1 12 6
CGI_10021566 208 61 338 49 56 97 84 67 71 114 102 113 92 32 11 204 161 210 195 128
CGI_10021570 2 8 8 7 4 9 4 10 5 8 8 7 7 11 0 4 3 4 7 8
CGI_10021571 3 0 6 2 3 6 4 5 4 9 5 6 2 0 0 7 4 3 10 9
CGI_10021572 15 16 15 23 29 41 42 22 36 53 48 26 44 29 3 48 42 60 66 36
CGI_10021573 2 1 2 8 6 6 12 2 5 8 4 10 3 6 1 17 14 8 26 4
CGI_10021574 10 5 4 10 19 9 7 9 14 16 12 17 11 19 0 1 1 1 12 13
CGI_10021576 6 5 3 4 2 1 3 1 0 9 11 2 6 6 3 0 0 0 4 3
CGI_10021577 140 28 217 18 26 60 70 31 43 62 50 79 46 32 11 159 140 174 109 72
CGI_10021578 7 15 6 19 19 24 31 20 20 29 26 24 20 11 0 5 4 2 38 23
CGI_10021579 44 58 46 50 87 155 128 124 114 198 134 165 141 78 14 141 124 114 316 242
CGI_10021580 12 11 14 7 11 11 7 7 7 7 3 9 7 2 0 20 8 21 25 17
CGI_10021583 3 2 1 4 2 4 1 2 1 3 2 5 4 7 0 2 3 2 4 5
CGI_10021587 5 4 4 3 4 0 6 2 3 7 4 2 7 1 1 1 2 1 7 1
CGI_10021588 2 10 4 4 14 15 8 9 18 26 26 8 11 15 4 2 8 4 37 9
CGI_10021589 8 30 16 21 14 24 19 29 23 33 23 18 32 22 0 0 1 1 53 25
CGI_10021590 147 54 236 25 23 69 52 43 41 43 53 64 43 31 14 162 120 182 94 90
CGI_10021595 0 4 0 1 0 1 0 0 1 5 7 0 0 2 0 0 1 0 3 2
CGI_10021596 3 3 4 2 5 2 2 2 6 2 3 4 0 5 0 0 0 0 4 3
CGI_10021598 3 3 1 4 4 2 2 0 3 3 4 9 5 0 0 0 0 0 6 1
CGI_10021599 8 2 1 3 5 2 7 0 3 5 2 0 2 3 1 0 0 0 8 3
CGI_10021600 2 1 0 0 1 0 2 1 1 2 6 2 2 4 1 0 0 0 3 0
CGI_10021603 1 2 0 3 2 1 1 3 2 5 1 1 3 1 0 0 0 0 4 2
CGI_10021604 5 1 2 0 5 0 0 3 2 0 1 6 4 4 1 1 0 2 3 3
CGI_10021605 11 14 11 14 28 40 46 19 27 54 44 47 42 23 6 47 36 30 95 50
CGI_10021606 7 3 8 3 6 4 9 3 4 6 9 8 15 4 4 12 8 14 5 5
CGI_10021616 42 24 38 29 20 22 24 18 30 38 30 24 25 37 9 19 22 18 42 27
CGI_10021619 15 24 10 26 23 25 26 43 41 48 35 50 34 16 1 0 0 0 65 41
CGI_10021621 0 8 2 3 3 4 2 3 2 4 12 0 0 8 0 2 0 0 5 2
CGI_10021622 9 1 8 1 4 2 1 3 8 12 4 4 4 4 1 10 19 13 6 4
CGI_10021625 0 0 0 0 0 1 2 3 2 3 3 3 1 5 0 0 0 0 1 0
CGI_10021626 0 10 3 5 4 7 1 5 9 8 12 13 10 13 3 6 5 5 12 8
CGI_10021629 5 6 3 7 2 3 2 5 3 7 2 4 1 11 5 0 1 0 11 3
CGI_10021634 3 1 1 3 2 2 5 4 2 9 6 4 12 5 0 2 1 3 4 5
CGI_10021635 0 3 1 4 1 3 2 1 2 6 5 2 0 1 1 0 0 0 2 0
CGI_10021636 30 14 25 4 3 1 7 7 7 14 10 4 11 13 1 5 6 4 14 7
CGI_10021638 1 2 5 5 6 8 3 3 3 3 11 6 1 4 0 3 1 0 5 4
CGI_10021642 5 0 0 0 0 1 0 2 0 0 2 1 0 0 2 1 0 0 1 0
CGI_10021643 0 2 1 4 2 1 2 1 4 2 4 2 2 2 0 0 1 0 4 1
CGI_10021654 1 2 2 1 1 5 4 5 7 2 6 4 1 4 3 11 2 3 5 2
CGI_10021655 17 12 18 9 14 17 22 14 18 24 28 22 20 11 2 21 23 24 35 11
CGI_10021656 3 4 4 0 2 1 2 3 2 3 3 3 2 19 1 0 0 2 8 0
CGI_10021659 1 7 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0
CGI_10021660 2 1 4 2 0 2 0 3 1 8 4 9 4 16 0 2 2 3 9 4
CGI_10021661 14 3 11 0 1 7 8 2 5 5 8 2 3 0 1 5 1 5 8 3
CGI_10021662 4 2 7 1 3 4 4 0 7 7 10 2 3 7 0 0 1 0 3 1
CGI_10021663 7 10 5 15 11 18 13 15 14 18 15 31 12 10 1 0 1 1 29 13
CGI_10021666 17 18 6 31 19 17 20 11 32 49 37 37 37 25 3 1 1 0 57 28
CGI_10021668 21 30 36 32 29 48 41 24 27 64 58 46 47 28 8 18 22 28 69 53
CGI_10021670 26 8 61 5 5 19 14 11 15 21 20 11 14 5 6 75 33 88 37 19
CGI_10021671 2 6 3 9 9 8 6 7 7 14 12 11 8 12 1 5 1 4 13 6
CGI_10021672 10 2 7 2 2 1 1 0 0 2 5 1 2 1 1 2 3 4 3 0
CGI_10021673 5 1 2 2 4 0 0 1 3 4 5 2 2 4 0 2 2 1 4 0
CGI_10021676 5 3 5 3 3 2 3 2 6 13 19 5 5 5 0 0 0 0 5 3
CGI_10021678 3 10 5 7 7 8 17 6 13 17 10 12 8 3 0 2 5 3 22 6
CGI_10021679 4 3 5 1 2 8 2 7 7 16 5 9 5 2 1 1 0 0 14 4
CGI_10021687 0 0 0 1 0 1 4 0 0 0 3 0 0 0 0 20 3 12 2 1
CGI_10021693 34 10 28 4 14 12 4 9 8 16 15 10 6 9 0 1 4 4 34 19
CGI_10021694 10 5 5 7 3 6 6 1 6 10 14 5 12 11 0 3 2 2 11 9
CGI_10021695 9 14 11 16 7 8 12 4 14 25 19 21 31 7 0 0 0 0 20 9
CGI_10021696 9 20 11 19 22 17 32 21 33 44 32 33 27 20 9 21 17 15 59 51
CGI_10021697 5 27 10 25 25 49 36 30 27 58 44 64 32 13 3 62 43 71 94 51
CGI_10021698 18 11 12 21 18 19 19 12 18 30 23 29 28 8 1 4 5 10 43 30
CGI_10021699 34 10 48 20 14 43 46 29 41 45 34 72 36 20 9 85 73 74 75 45
CGI_10021700 13 12 8 14 13 15 27 14 19 30 23 29 24 30 5 1 10 3 26 11
CGI_10021701 1 2 2 5 0 5 7 2 4 4 5 0 6 1 0 0 1 0 6 1
CGI_10021703 0 1 1 3 1 3 3 1 3 6 0 1 3 0 1 0 0 0 2 3
CGI_10021705 5 4 1 0 1 2 1 2 1 2 2 0 0 0 0 0 0 1 4 3
CGI_10021706 2 5 3 2 3 11 1 3 5 1 4 14 8 10 2 11 11 12 10 8
CGI_10021707 4 1 5 2 4 9 6 5 8 9 14 19 9 1 0 15 18 12 15 9
CGI_10021712 3 6 1 5 2 1 2 2 3 8 6 5 2 7 1 0 0 0 8 2
CGI_10021725 9 5 14 5 1 4 3 5 5 9 7 5 8 2 0 7 5 7 5 2
CGI_10021726 2 3 0 1 3 4 1 5 1 5 4 1 4 1 1 1 0 0 9 1
CGI_10021727 0 3 2 2 1 0 4 4 1 2 5 1 1 0 0 0 0 0 2 2
CGI_10021728 7 4 3 1 3 3 4 3 0 4 0 2 10 5 0 0 1 4 1 9
CGI_10021732 21 53 25 47 36 71 80 68 84 123 94 119 91 48 11 135 97 127 162 86
CGI_10021734 0 4 0 4 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
CGI_10021735 12 11 11 10 7 13 12 8 14 18 14 21 18 20 7 34 35 45 24 9
CGI_10021740 0 0 1 1 1 0 0 3 0 2 4 1 2 3 1 0 0 0 4 0
CGI_10021741 0 3 2 3 1 1 2 6 0 6 8 3 3 1 0 0 0 0 4 0
CGI_10021744 0 1 0 0 3 3 2 4 3 1 2 0 1 1 0 1 1 0 0 2
CGI_10021757 0 6 0 1 0 2 0 0 0 1 0 0 0 0 3 0 0 0 2 2
CGI_10021758 0 1 1 2 1 0 3 2 1 6 2 2 2 4 0 0 0 0 10 2
CGI_10021759 1 0 0 1 1 1 0 1 1 0 4 5 4 2 0 1 0 0 2 0
CGI_10021761 4 1 1 0 3 1 3 3 7 6 9 6 9 8 2 0 0 0 9 4
CGI_10021762 6 7 2 8 13 8 10 3 15 26 12 17 20 6 4 10 11 6 25 12
CGI_10021774 4 6 3 11 5 6 8 9 4 16 17 4 12 11 2 2 0 0 9 11
CGI_10021780 14 24 38 36 35 68 77 55 61 74 63 79 57 62 12 94 68 91 128 92
CGI_10021781 47 14 80 14 13 24 31 31 23 63 37 41 34 24 8 63 55 89 51 32
CGI_10021782 1 1 1 3 2 0 1 1 2 3 2 3 5 5 0 0 1 0 9 10
CGI_10021783 4 0 4 1 4 0 1 3 4 5 3 4 7 8 0 0 0 1 8 6
CGI_10021786 1 0 3 0 3 0 0 1 1 4 3 2 4 4 0 0 0 1 5 0
CGI_10021788 3 4 4 3 4 5 3 2 7 7 6 1 2 2 0 0 0 0 12 4
CGI_10021803 14 8 4 9 14 21 24 16 19 23 28 27 19 18 0 39 33 35 47 16
CGI_10021808 2 6 1 10 8 2 0 2 7 16 14 3 6 0 0 0 0 0 14 16
