GeneID 28cell1pro 28cell2pro 28cell3pro blastula2pro blastula3pro dlarv1pro dlarv2pro dlarv3pro gastrula1pro gastrula2pro gastrula3pro morula1pro morula2pro ovo1pro ovo2pro spat1pro spat2pro spat3pro troc1pro troc2pro
CGI_10008388 3 7 0 3 4 7 5 3 2 11 10 10 5 8 1 1 0 0 14 2
CGI_10008390 81 27 75 11 17 30 19 12 21 25 23 23 27 13 2 54 30 67 44 38
CGI_10008391 19 2 30 5 4 8 5 6 6 11 4 6 8 5 3 1 1 1 12 4
CGI_10008392 4 2 1 4 3 7 4 1 2 5 5 8 4 3 0 0 0 2 7 5
CGI_10008400 1 3 1 4 4 1 1 2 2 3 2 4 0 0 2 0 0 0 5 3
CGI_10008401 11 13 1 18 10 13 12 10 22 38 20 7 15 28 0 0 3 0 19 14
CGI_10008402 4 3 3 6 4 5 12 3 5 12 5 4 4 7 1 0 0 0 6 5
CGI_10008403 2 2 2 4 4 17 20 4 5 10 18 14 5 10 0 5 2 4 12 8
CGI_10008405 3 10 8 4 2 3 9 5 7 12 6 7 4 6 1 1 0 0 8 3
CGI_10008406 19 15 15 23 22 41 44 28 39 61 77 39 31 23 1 30 21 24 97 39
CGI_10008407 15 10 7 17 19 41 36 30 36 58 50 48 34 12 1 131 67 148 98 45
CGI_10008411 6 16 10 17 23 19 41 10 31 45 45 34 38 20 5 1 0 0 41 31
CGI_10008412 4 12 11 15 20 29 28 19 23 36 35 40 19 27 1 1 4 2 56 29
CGI_10008413 5 9 3 6 8 18 15 19 16 18 17 27 17 10 4 31 29 42 44 22
CGI_10008419 6 5 10 9 7 7 15 10 9 17 17 14 10 18 0 12 6 14 20 4
CGI_10008424 9 10 7 8 9 10 8 13 9 24 17 15 15 6 2 30 19 31 34 12
CGI_10008432 4 11 6 5 8 8 13 1 6 10 16 4 8 20 1 1 1 0 10 3
CGI_10008441 23 15 13 13 31 29 33 22 31 58 52 31 43 39 3 5 6 3 59 38
CGI_10008442 36 37 46 38 63 62 81 54 83 119 116 95 78 53 15 68 61 68 130 72
CGI_10008443 16 28 29 43 38 106 85 74 60 50 55 127 68 44 4 7 10 7 197 81
CGI_10008453 1 6 1 9 6 6 11 9 9 20 10 11 12 11 0 0 0 2 23 11
CGI_10008456 24 15 28 21 13 20 22 13 14 35 38 34 23 23 9 36 26 38 39 28
CGI_10008458 0 3 1 3 2 2 0 2 3 1 4 0 3 7 0 0 0 0 4 1
CGI_10008462 4 1 9 2 3 0 0 2 2 2 2 2 4 0 0 9 2 6 4 3
CGI_10008465 0 0 1 3 0 4 3 0 1 4 4 2 2 3 0 1 0 0 1 0
CGI_10008468 5 14 4 15 10 26 28 13 36 41 25 23 16 21 3 2 0 2 32 26
CGI_10008470 4 3 3 0 1 4 7 2 7 7 7 7 2 6 0 1 0 0 9 1
CGI_10008471 1 8 5 5 2 5 3 5 1 15 9 2 4 6 0 1 1 1 6 1
CGI_10008472 77 41 84 29 29 61 67 57 56 99 98 96 65 27 3 48 35 55 150 99
CGI_10008473 2 1 3 6 5 9 4 3 8 12 12 13 9 6 3 3 2 3 12 5
CGI_10008481 3 10 7 9 6 16 21 10 6 26 28 10 13 16 0 2 0 3 28 15
CGI_10008482 1 2 1 1 4 4 4 2 6 6 4 7 4 2 1 6 8 6 7 6
CGI_10008486 4 5 7 1 5 11 11 6 13 17 7 15 8 7 1 24 13 19 33 9
CGI_10008487 7 17 18 10 12 9 14 10 12 15 15 12 8 12 2 0 0 1 17 9
CGI_10008489 3 2 2 3 2 8 5 7 3 12 7 8 6 3 0 1 2 0 11 3
CGI_10008490 3 1 6 5 2 7 2 4 5 8 7 11 4 4 0 1 1 0 15 6
CGI_10008491 2 1 0 1 0 1 4 0 1 3 3 3 0 0 0 0 0 0 4 4
CGI_10008493 1 0 2 4 3 2 9 3 5 11 4 10 2 4 2 0 0 0 12 2
CGI_10008494 2 2 7 3 5 1 3 4 3 4 7 7 4 4 0 0 0 0 2 3
CGI_10008495 11 22 29 17 7 24 25 13 12 20 20 16 15 11 2 13 22 6 35 25
CGI_10008496 1 2 6 5 3 1 1 3 4 3 6 2 5 10 0 0 0 0 3 0
CGI_10008498 0 1 0 2 1 1 1 4 3 5 4 3 6 4 0 0 0 0 4 3
CGI_10008499 171 46 187 25 23 48 46 43 35 57 43 49 48 25 10 157 120 153 124 59
CGI_10008501 6 11 3 7 1 0 5 3 6 5 6 1 7 9 1 2 2 0 6 6
CGI_10008502 0 3 0 1 0 0 1 1 1 0 6 0 2 1 0 0 0 1 4 5
CGI_10008503 7 9 7 12 14 5 11 9 13 16 10 19 19 7 1 0 0 0 15 15
CGI_10008504 25 27 31 33 35 53 61 53 61 95 83 79 57 37 8 42 26 33 120 58
CGI_10008508 8 19 5 13 13 12 15 15 18 21 22 10 23 20 1 0 3 4 40 15
CGI_10008509 9 17 5 21 27 11 33 21 27 44 42 29 29 17 3 0 0 0 57 35
CGI_10008510 1 3 1 0 0 3 1 0 7 4 2 0 0 5 2 2 0 0 1 0
CGI_10008511 1 2 7 9 8 12 11 10 10 21 19 7 7 19 0 0 0 0 19 5
CGI_10008513 2 8 5 8 11 8 12 4 9 25 12 13 13 10 2 7 9 6 28 11
CGI_10008515 5 14 16 8 16 15 8 9 22 28 22 18 20 25 2 1 1 3 37 28
CGI_10008521 4 8 6 3 3 4 3 1 9 11 9 4 5 1 0 0 0 0 6 4
CGI_10008522 0 3 3 2 2 2 3 2 0 2 0 2 3 7 1 0 0 0 2 0
CGI_10008525 7 4 9 19 14 16 31 23 19 30 29 29 24 14 4 0 2 2 50 20
CGI_10008527 3 2 2 3 2 5 2 3 6 3 3 3 5 8 2 1 1 1 5 1
CGI_10008528 3 17 8 5 6 5 7 1 2 7 8 3 12 4 2 0 0 0 10 1
CGI_10008529 5 10 14 8 12 12 20 10 7 18 18 21 17 7 1 14 18 20 24 10
CGI_10008539 4 3 1 0 0 7 7 1 1 3 1 6 1 4 0 0 0 0 12 3
CGI_10008540 13 5 1 20 7 14 17 8 16 15 14 15 14 20 3 3 5 5 21 17
CGI_10008544 5 10 6 11 12 16 18 13 13 21 15 12 10 10 1 11 6 4 28 17
CGI_10008556 0 2 2 4 4 4 9 4 8 6 7 7 3 4 1 0 1 0 14 10
CGI_10008557 4 2 2 1 3 4 0 1 1 2 1 8 2 1 0 2 0 0 5 3
CGI_10008563 5 0 16 1 0 3 2 1 4 6 2 2 4 2 1 4 1 0 5 3
CGI_10008564 111 50 146 42 38 80 74 43 71 92 77 94 61 30 15 55 49 39 151 98
CGI_10008565 51 25 84 22 22 29 32 37 34 58 41 52 43 28 3 15 17 15 66 40
CGI_10008566 0 5 3 2 3 1 7 2 0 4 8 2 1 5 0 0 4 1 5 2
CGI_10008572 2 5 1 5 3 1 6 2 5 7 6 5 7 12 0 0 0 1 2 3
CGI_10008573 18 14 14 16 20 43 51 28 52 61 51 45 31 30 8 44 51 51 95 67
CGI_10008580 20 26 11 22 20 55 39 32 34 47 48 44 38 11 2 9 6 2 90 54
CGI_10008581 1 3 1 0 2 0 2 0 1 2 6 4 4 5 1 0 0 0 1 3
CGI_10008583 2 6 11 2 5 8 15 8 9 13 10 17 11 13 2 11 6 11 5 13
CGI_10008584 1 4 1 1 1 1 2 2 0 2 4 1 2 0 1 0 2 1 2 1
CGI_10008585 2 5 7 8 14 5 9 3 12 18 6 5 11 6 2 1 4 0 16 5
CGI_10008586 17 11 11 24 33 18 29 25 41 61 59 62 46 33 9 3 7 4 68 37
CGI_10008587 1 3 2 4 3 2 2 1 6 9 10 3 4 4 0 0 0 0 7 2
CGI_10008588 11 29 18 28 28 39 47 30 40 59 51 63 40 30 5 58 43 51 74 56
CGI_10008589 2 11 1 0 6 5 3 5 11 12 10 5 4 2 1 4 1 1 7 9
CGI_10008593 0 5 0 5 5 7 7 7 9 20 12 14 8 7 0 1 2 1 15 10
CGI_10008614 1 5 2 4 2 2 5 2 3 13 10 7 7 14 0 0 0 0 11 6
CGI_10008629 0 1 0 2 0 0 1 6 2 3 1 3 3 3 0 1 7 2 8 5
CGI_10008633 5 1 6 0 0 0 0 0 2 5 3 0 0 1 0 0 0 1 1 0
CGI_10008644 0 0 1 1 3 3 2 1 1 2 5 4 2 0 0 0 0 1 3 1
CGI_10008651 9 1 6 6 7 4 7 6 9 4 4 7 6 8 1 0 1 0 7 8
CGI_10008661 0 4 0 3 4 1 2 1 3 5 3 2 3 4 0 0 0 0 10 2
CGI_10008663 4 1 6 2 0 1 1 0 2 5 3 0 0 5 0 1 1 0 2 1
CGI_10008664 3 4 4 12 8 17 12 11 10 24 27 17 12 9 2 30 21 19 32 10
CGI_10008665 10 4 12 8 6 5 7 9 9 14 22 5 14 3 2 5 2 7 16 1
CGI_10008670 0 0 2 0 4 1 0 2 5 1 1 4 6 2 0 0 0 0 9 11
CGI_10008672 1 0 5 1 0 3 3 3 2 1 0 0 4 1 0 1 0 1 7 1
CGI_10008686 2 5 4 3 5 12 12 12 5 16 11 20 7 4 2 38 25 32 19 15
CGI_10008688 90 31 99 23 14 12 21 13 12 32 22 19 23 19 5 25 22 30 32 17
CGI_10008689 9 1 0 4 4 2 3 2 0 9 5 2 9 3 1 0 0 0 5 2
CGI_10008691 0 0 0 3 1 1 0 0 4 2 0 0 4 2 0 0 0 0 2 1
CGI_10008695 3 10 5 10 10 16 15 5 17 13 10 25 15 13 0 0 1 1 28 15
CGI_10008697 0 0 0 3 1 1 0 1 0 2 8 1 0 1 0 0 0 0 0 1
CGI_10008698 8 11 3 12 5 11 10 4 4 26 22 10 27 19 1 0 0 0 23 7
CGI_10008699 11 19 13 15 14 16 24 13 16 29 27 21 14 23 4 30 16 33 40 24
CGI_10008702 5 6 2 2 8 2 6 1 0 6 6 2 3 12 3 1 0 0 9 3
CGI_10008708 4 5 3 2 5 3 5 7 5 10 4 2 6 6 0 0 0 2 7 4
CGI_10008709 34 5 52 6 8 17 10 10 11 13 12 20 13 3 1 28 31 39 23 16
CGI_10008712 0 1 5 1 2 1 2 1 0 6 0 0 1 7 0 0 0 0 1 2
CGI_10008713 4 8 1 3 3 1 0 1 5 4 2 3 4 7 1 0 0 0 8 5
CGI_10008717 4 7 3 7 6 7 11 7 7 15 18 7 3 16 1 2 0 1 17 8
CGI_10008725 14 42 9 31 43 56 54 47 68 93 60 97 45 43 2 6 2 3 133 71
CGI_10008726 0 5 0 2 2 1 2 0 0 5 3 1 2 3 1 0 0 0 4 3
CGI_10008729 2 5 1 0 5 2 4 5 4 5 1 3 2 1 0 0 1 3 13 11
CGI_10008730 7 9 14 2 4 15 18 15 14 16 14 27 8 4 0 60 38 79 31 17
CGI_10008731 0 4 1 0 0 0 0 0 0 1 2 0 1 1 0 0 0 0 9 2
CGI_10008732 6 9 10 23 17 33 30 17 34 46 37 38 28 19 3 47 34 27 51 27
CGI_10008740 1 3 2 5 0 4 2 6 3 2 5 8 2 2 0 6 0 0 5 1
CGI_10008749 0 5 0 5 2 3 5 3 6 7 8 3 3 9 1 1 0 0 11 3
CGI_10008750 170 53 204 33 19 83 83 53 51 92 85 92 54 4 10 284 194 285 136 83
CGI_10008754 2 2 2 5 1 2 3 2 5 7 8 4 3 0 0 1 0 0 6 1
CGI_10008755 21 17 17 13 19 20 17 17 27 44 35 20 19 28 9 14 16 24 42 25
CGI_10008757 41 31 72 17 16 12 21 26 18 40 38 25 23 18 7 14 27 17 40 20
CGI_10008761 1 2 2 0 3 3 0 1 0 3 2 3 1 5 0 0 0 0 7 1
CGI_10008762 4 5 1 1 1 0 0 0 0 2 0 1 3 0 1 3 5 0 1 0
CGI_10008765 2 1 0 11 3 4 5 3 3 3 4 5 2 2 1 2 6 7 4 0
CGI_10008769 0 0 0 1 2 3 3 2 3 1 1 4 3 12 4 7 7 0 8 2
CGI_10008776 4 1 0 4 0 0 1 0 1 1 0 2 4 3 1 0 0 1 4 0
CGI_10008777 3 5 3 10 4 4 3 4 6 12 16 7 3 10 2 4 3 1 10 3
CGI_10008781 10 14 5 13 6 11 8 5 9 19 21 14 14 4 0 12 2 8 16 12
CGI_10008783 5 6 1 3 2 2 1 6 3 3 4 8 2 1 0 0 0 0 8 0
CGI_10008784 0 5 3 2 2 0 3 1 1 3 3 0 5 2 1 0 0 0 1 0
CGI_10008792 10 14 12 9 8 19 18 19 17 14 14 28 13 14 3 5 1 12 49 16
CGI_10008797 25 29 35 23 30 52 45 31 29 65 48 48 40 34 5 10 8 12 83 38
CGI_10008803 1 2 3 2 2 1 0 4 2 1 1 3 0 8 0 1 0 0 1 0
CGI_10008805 2 7 0 4 0 3 4 2 2 2 2 4 0 1 0 4 4 2 4 3
CGI_10008813 2 1 6 7 3 2 6 2 4 4 4 5 5 5 3 9 7 7 10 1
CGI_10008814 2 4 1 3 2 0 0 1 0 5 2 1 1 1 0 0 0 0 3 2
CGI_10008815 3 9 3 10 7 13 11 11 10 20 14 15 10 10 0 28 22 39 17 26
CGI_10008818 1 1 0 1 3 0 0 0 0 4 2 0 0 4 1 0 1 0 3 1
CGI_10008827 0 0 4 0 1 0 1 1 0 0 5 2 0 5 0 0 0 1 1 1
CGI_10008828 8 24 10 14 21 24 20 20 22 36 38 32 27 13 3 5 2 1 45 18
CGI_10008830 5 5 2 1 5 16 3 9 8 17 9 7 8 1 1 4 0 3 19 10
CGI_10008834 2 14 5 8 8 6 12 3 3 12 8 7 6 8 1 10 10 5 13 5
CGI_10008837 0 0 0 1 2 5 0 0 2 2 2 2 4 0 0 0 0 0 7 5
CGI_10008838 0 1 0 2 3 2 1 3 0 4 2 1 0 4 0 1 0 0 0 0
CGI_10008839 2 1 7 5 5 2 5 3 6 6 5 6 5 2 0 5 5 4 12 5
CGI_10008851 0 1 0 2 0 2 6 1 0 1 0 3 2 1 1 0 0 0 5 2
CGI_10008852 0 4 2 3 3 2 6 4 7 9 9 1 2 5 1 0 0 0 9 5
CGI_10008853 4 7 5 9 6 6 3 11 6 10 2 7 5 7 1 1 1 2 13 3
CGI_10008854 4 2 10 4 9 7 10 9 7 19 17 15 11 9 0 0 0 0 17 14
CGI_10008856 4 6 5 21 10 10 21 4 7 16 14 24 20 23 1 1 0 0 34 18
CGI_10008861 7 12 5 2 11 47 25 29 21 38 35 37 19 23 7 29 31 47 72 43
CGI_10008864 0 1 1 9 10 8 4 1 10 6 5 5 9 6 4 6 1 2 15 6
CGI_10008865 3 4 2 2 2 4 1 1 1 5 3 3 2 1 0 1 1 0 5 3
CGI_10008866 1 4 1 2 3 2 4 1 2 4 2 5 2 0 2 0 0 0 4 3
CGI_10008867 11 3 2 10 7 11 4 5 13 11 8 12 10 5 0 3 5 6 8 8
CGI_10008868 7 7 4 8 7 5 8 10 10 10 14 9 14 7 1 10 6 4 10 11
CGI_10008869 1 2 2 2 2 3 3 1 5 2 2 2 5 2 1 0 0 0 6 0
CGI_10008870 8 17 15 12 14 30 18 17 16 30 45 29 20 10 3 64 42 52 49 29
CGI_10008877 2 0 2 3 4 4 2 2 2 2 6 3 4 4 1 0 0 2 5 1
CGI_10008878 1 10 0 3 3 1 3 0 1 0 0 1 4 1 0 0 0 0 1 2
CGI_10008889 0 0 1 0 0 0 0 3 0 1 2 1 1 0 3 4 0 0 0 1
CGI_10008890 4 2 3 0 2 0 0 3 4 1 2 3 2 8 0 1 0 0 2 1
CGI_10008895 1 0 2 0 1 1 6 0 1 9 4 2 1 8 1 0 0 0 4 3
CGI_10008896 24 14 43 19 20 15 28 12 26 41 26 31 22 14 12 31 23 33 43 23
CGI_10008897 5 2 3 1 2 1 5 3 3 5 7 3 2 4 2 0 0 0 2 2
CGI_10008900 8 7 0 0 1 0 2 2 5 3 1 3 2 3 0 1 2 0 6 3
CGI_10008912 0 5 0 3 0 0 1 1 0 0 2 0 2 1 0 0 0 0 2 1
CGI_10008916 0 0 0 2 2 0 4 3 3 3 3 2 2 2 0 0 0 0 1 3
CGI_10008917 0 0 0 1 1 2 0 3 3 3 1 6 1 1 0 5 0 0 3 2
CGI_10008928 58 25 73 26 30 45 37 12 21 39 54 44 29 7 2 117 73 111 80 54
CGI_10008929 4 7 1 3 5 7 11 4 6 18 15 7 8 8 1 3 0 1 20 9
CGI_10008932 32 29 40 30 42 63 58 54 35 60 61 71 54 31 13 105 92 103 104 84
CGI_10008941 3 4 0 1 0 2 2 5 2 4 2 4 2 2 0 0 0 1 4 0
CGI_10008942 3 8 1 5 10 20 18 10 15 18 12 25 8 1 1 50 39 29 53 20
CGI_10008945 1 2 0 6 0 11 8 6 5 10 8 3 6 2 1 3 2 4 23 5
CGI_10008946 30 30 24 20 20 35 33 12 29 69 35 32 29 18 1 23 21 37 55 34
CGI_10008947 6 3 4 8 15 13 6 16 15 19 15 14 11 6 0 0 2 3 34 11
CGI_10008948 7 10 7 7 13 12 29 14 16 23 27 23 18 9 0 12 9 9 48 16
CGI_10008957 0 1 0 3 3 3 1 3 0 1 2 1 3 4 0 0 0 0 2 2
CGI_10008958 2 0 1 0 0 0 6 0 2 2 0 1 1 1 0 4 1 0 0 2
CGI_10008960 288 76 423 49 54 150 118 100 99 176 181 152 108 37 22 523 363 506 321 186
CGI_10008961 5 13 2 15 12 5 15 0 15 15 16 17 5 7 1 1 0 1 29 14
CGI_10008962 7 8 0 12 12 6 12 10 11 16 14 9 17 9 2 2 0 0 18 6
CGI_10008970 0 0 0 5 5 2 0 0 0 1 2 1 4 0 0 0 0 0 1 0
CGI_10008973 0 2 1 0 0 0 0 0 0 0 2 0 0 8 1 0 0 0 1 0
CGI_10008974 6 2 5 3 2 2 5 6 9 13 9 10 11 0 2 0 0 0 8 10
CGI_10008975 1 1 2 2 2 1 0 0 1 2 7 1 2 6 0 0 0 0 3 0
CGI_10008981 8 9 5 13 10 16 16 11 17 20 31 13 14 24 0 1 0 0 33 17
CGI_10008982 2 0 0 0 0 2 6 1 0 1 1 4 0 0 0 12 11 3 3 1
CGI_10008983 5 3 6 2 1 5 0 1 5 8 5 1 3 4 0 6 1 1 6 4
CGI_10009009 16 42 14 39 52 78 79 39 63 88 65 102 56 42 10 68 61 55 128 79
CGI_10009010 7 3 6 7 3 4 6 3 8 2 4 6 2 4 0 5 1 0 2 3
CGI_10009011 15 36 31 24 32 37 38 21 42 60 52 47 49 44 1 33 16 16 80 45
CGI_10009012 1 5 1 4 2 4 4 2 4 1 1 2 5 2 3 0 0 0 5 2
CGI_10009013 5 1 9 3 0 1 0 0 3 1 6 2 4 3 0 6 1 2 2 0
CGI_10009014 113 29 168 9 20 13 18 12 12 15 16 9 26 10 4 83 70 67 19 11
CGI_10009019 0 3 0 4 0 1 2 1 0 3 6 3 1 2 0 1 2 2 4 2
CGI_10009026 4 0 8 2 1 0 0 1 2 1 1 0 0 1 0 4 0 1 3 1
CGI_10009035 12 22 11 28 28 57 44 21 46 65 55 41 34 9 1 0 3 3 84 60
CGI_10009036 1 19 14 9 14 7 13 15 17 22 14 10 7 17 1 18 6 17 11 3
CGI_10009051 3 13 7 10 8 9 13 7 11 22 17 12 10 8 6 16 12 26 22 8
CGI_10009052 7 5 7 12 13 18 22 19 13 29 27 13 20 6 0 51 41 35 30 16
CGI_10009053 2 7 0 5 2 1 4 2 1 0 4 1 4 1 1 1 0 1 3 3
CGI_10009054 2 2 2 2 2 3 3 1 1 3 2 1 3 6 1 0 0 0 3 0
CGI_10009055 6 7 4 10 5 5 7 6 14 21 19 7 12 20 4 5 5 8 14 10
CGI_10009056 2 7 3 6 7 9 3 6 10 9 7 3 7 6 1 3 2 2 10 2
CGI_10009057 2 2 1 3 3 1 2 4 1 2 3 1 1 3 2 0 0 0 6 2
CGI_10009062 0 0 0 0 0 0 0 1 1 0 1 0 2 0 1 7 0 1 1 0
CGI_10009066 4 0 10 0 1 1 2 2 3 6 2 0 2 0 0 3 2 0 2 6
CGI_10009074 4 0 0 0 0 0 4 2 2 0 0 5 2 0 0 0 1 6 7 8
CGI_10009077 5 1 12 10 5 6 9 3 4 10 12 7 3 0 1 1 1 0 10 6
CGI_10009078 7 14 12 11 13 9 16 9 13 19 19 17 14 22 1 7 3 1 23 19
CGI_10009079 0 4 1 3 0 2 2 0 3 7 6 2 0 2 0 7 4 2 6 0
CGI_10009089 0 1 2 0 3 0 1 0 1 7 1 1 1 2 0 1 0 1 3 1
CGI_10009091 0 0 6 0 0 0 1 5 1 2 6 5 3 2 0 3 0 1 4 1
CGI_10009092 4 2 2 1 4 3 1 1 2 5 4 6 3 2 1 3 2 2 6 3
CGI_10009093 7 13 3 7 14 6 12 5 11 14 15 15 17 10 1 0 0 0 21 3
CGI_10009103 2 4 1 2 1 2 1 6 1 3 2 3 3 3 0 0 0 1 4 0
CGI_10009104 4 1 1 7 2 2 5 4 5 4 4 4 2 0 2 3 1 5 7 2
CGI_10009111 6 25 14 24 28 49 31 26 34 54 47 43 31 23 5 23 12 28 75 54
CGI_10009112 2 5 1 4 6 6 15 5 8 8 9 5 13 6 0 0 0 1 15 4
CGI_10009113 3 3 1 1 1 1 0 0 2 0 6 0 0 2 0 2 1 1 2 5
CGI_10009114 1 13 4 13 20 20 16 27 26 34 40 25 18 10 0 23 13 20 53 36
CGI_10009116 27 27 10 30 32 50 57 32 53 60 53 50 58 18 2 4 3 3 77 62
CGI_10009117 4 6 6 8 8 8 7 10 4 16 13 7 8 7 2 3 0 1 20 8
CGI_10009118 1389 332 1903 149 257 546 491 368 408 543 529 593 426 192 92 1705 1274 2045 1133 855
CGI_10009121 7 17 3 6 7 2 6 5 8 12 5 3 8 4 2 1 1 0 13 9
CGI_10009122 6 1 1 1 1 2 3 1 1 1 0 0 1 5 0 2 2 2 3 0
CGI_10009125 1 3 3 4 3 11 6 7 5 5 5 13 5 5 0 3 0 1 17 9
CGI_10009127 7 7 3 3 4 12 12 5 5 9 13 12 10 3 0 1 0 0 14 9
CGI_10009128 61 12 75 10 15 18 16 12 19 21 29 25 22 30 6 28 19 31 45 21
CGI_10009129 7 3 5 6 7 7 7 7 5 16 15 1 20 9 1 0 1 0 10 5
CGI_10009131 0 0 0 0 0 0 0 0 1 6 3 0 0 0 0 5 0 0 0 0
CGI_10009134 2 5 1 1 4 0 3 0 2 2 4 0 0 5 0 1 1 0 1 3
CGI_10009139 3 1 1 1 1 3 5 0 1 3 3 4 1 4 0 3 2 4 7 2
CGI_10009140 0 1 1 2 0 0 0 0 1 7 2 1 1 5 0 0 0 0 10 0
CGI_10009141 0 10 2 1 3 2 4 0 5 5 4 1 6 10 0 0 0 0 8 4
CGI_10009142 2 5 2 1 1 2 4 2 4 4 5 4 2 4 0 15 17 21 5 0
CGI_10009143 2 0 0 3 5 1 4 2 6 11 5 5 5 5 0 5 6 7 16 1
CGI_10009146 4 2 2 3 5 8 9 10 5 1 4 3 4 5 0 0 1 0 17 6
CGI_10009148 1 0 0 2 0 1 2 3 1 0 1 0 0 6 1 0 2 1 2 1
CGI_10009149 0 0 0 0 2 0 0 0 1 0 2 4 0 0 1 0 0 1 1 0
CGI_10009153 5 10 12 4 10 8 9 2 12 15 17 5 6 14 1 13 9 8 8 4
CGI_10009168 24 19 35 29 34 30 33 26 20 45 31 28 37 24 3 55 40 70 68 33
CGI_10009169 15 42 39 24 25 32 50 22 31 51 39 45 43 31 4 66 45 64 63 45
CGI_10009170 0 0 0 3 4 0 3 2 3 3 1 2 4 1 0 2 0 4 6 3
CGI_10009174 3 7 2 5 9 5 5 7 12 15 21 8 6 8 0 1 1 1 23 7
CGI_10009175 1 2 1 6 7 10 7 2 12 18 14 10 8 4 3 0 0 0 14 10
CGI_10009176 5 15 12 18 23 26 39 17 33 41 29 43 26 13 1 11 6 5 51 36
CGI_10009180 0 2 5 0 2 9 6 6 8 4 3 7 13 8 0 0 1 0 15 7
CGI_10009181 12 5 14 11 15 10 14 12 18 31 20 21 14 10 4 15 4 11 29 17
CGI_10009198 9 0 2 1 1 0 0 1 2 0 0 1 1 0 0 1 0 4 0 0
CGI_10009201 0 0 0 2 0 2 4 0 2 2 2 0 0 0 0 4 0 2 1 0
CGI_10009208 5 15 6 11 13 23 24 13 24 26 27 30 28 22 1 35 32 45 50 32
CGI_10009214 7 4 20 1 5 10 15 18 10 17 10 14 11 12 1 35 24 48 36 16
CGI_10009220 6 14 10 13 12 13 23 13 13 29 37 20 20 9 3 0 0 1 21 17
CGI_10009221 1 4 2 1 4 9 3 6 7 9 7 7 3 3 0 8 10 6 11 8
CGI_10009222 1 4 0 1 0 5 3 3 0 2 3 4 0 2 0 0 0 0 6 6
CGI_10009223 14 27 13 16 21 20 19 16 21 32 37 19 29 22 5 30 27 32 32 25
CGI_10009224 3 1 2 2 4 2 1 2 3 7 5 3 2 5 1 1 1 0 4 0
CGI_10009226 5 0 9 3 0 1 0 1 2 2 2 1 0 0 0 3 3 0 1 0
CGI_10009237 2 1 5 1 1 1 4 0 4 2 6 7 3 5 1 3 1 1 9 4
CGI_10009238 3 3 1 1 2 1 4 4 5 6 7 7 6 10 0 3 0 0 14 3
CGI_10009240 5 0 4 1 3 4 2 0 1 8 5 0 1 5 0 1 1 0 1 1
CGI_10009241 3 1 3 2 1 1 6 1 3 2 5 2 1 4 0 0 1 0 2 5
CGI_10009242 0 1 2 2 2 1 2 1 4 4 3 3 1 1 0 1 0 0 4 6
CGI_10009247 10 10 5 11 8 12 19 13 18 46 35 17 14 8 1 10 18 17 32 14
CGI_10009249 0 1 4 1 2 4 2 2 1 6 5 2 5 2 2 5 6 6 7 3
CGI_10009250 14 1 13 2 1 1 1 2 1 3 2 3 3 4 0 2 2 6 3 2
CGI_10009255 1 5 2 7 3 5 7 1 1 8 6 6 8 11 1 4 5 0 11 1
CGI_10009256 3 10 5 7 11 15 16 14 16 15 23 28 11 7 2 12 11 6 33 14
CGI_10009260 0 2 1 2 1 6 5 3 2 4 6 2 6 5 0 1 0 0 3 1
CGI_10009262 5 6 0 4 5 6 4 2 1 3 2 3 4 3 1 0 0 0 6 0
CGI_10009268 19 13 35 13 6 6 19 11 9 13 22 14 17 9 2 8 16 9 21 8
CGI_10009273 6 1 3 0 1 1 1 1 1 0 0 1 1 1 1 3 1 5 4 0
CGI_10009281 3 4 1 4 3 1 0 4 2 3 3 4 3 1 0 1 0 0 4 3
CGI_10009282 33 37 40 23 24 65 55 34 40 67 59 71 48 21 8 90 69 76 119 69
CGI_10009283 2 0 1 2 3 2 1 0 5 4 2 5 2 0 0 10 2 3 6 3
CGI_10009284 13 9 27 2 0 19 16 13 12 14 10 20 14 3 3 68 49 75 34 14
CGI_10009285 1 5 0 2 3 2 1 2 2 2 2 1 0 4 0 0 0 0 2 1
CGI_10009286 8 12 1 8 15 7 9 9 14 22 23 18 20 17 3 0 2 3 24 17
CGI_10009288 1 1 8 4 1 2 3 2 0 6 4 1 1 3 0 3 1 2 11 3
CGI_10009295 2 0 3 0 1 2 0 1 4 2 1 1 2 5 1 3 1 3 6 2
CGI_10009296 0 2 1 3 3 1 4 0 0 1 4 5 1 2 0 1 1 2 2 2
CGI_10009301 5 2 0 0 0 0 1 1 0 1 3 0 0 1 2 0 0 0 2 2
CGI_10009307 22 19 22 15 16 21 31 11 18 54 43 24 16 15 3 16 15 12 45 26
CGI_10009308 13 13 7 5 9 12 16 8 11 16 14 14 13 26 1 0 1 0 12 8
CGI_10009309 4 15 4 12 13 19 27 8 18 31 19 26 10 16 2 0 0 0 31 12
CGI_10009311 1 4 3 3 0 1 2 0 0 3 2 1 3 0 1 3 1 2 1 0
CGI_10009314 1 4 3 4 5 2 3 0 5 4 6 2 3 1 0 0 0 0 8 5
CGI_10009315 2 8 6 12 11 8 9 10 15 23 23 18 15 7 0 1 1 1 23 5
CGI_10009321 10 3 33 5 4 10 7 3 6 21 9 11 8 13 0 50 29 36 23 13
