"28cell1te" "28cell2te" "28cell3te" "blastula2te" "blastula3te" "dlarv1te" "dlarv2te" "dlarv3te" "gastrula1te" "gastrula2te" "gastrula3te" "morula1te" "morula2te" "ovo1te" "ovo2te" "spat1te" "spat2te" "spat3te" "troc1te" "troc2te"
"12341" 9 5 4 5 6 1 3 2 4 7 9 4 3 10 3 4 2 3 9 1
"12344" 3 8 3 3 3 2 2 2 8 6 5 4 4 9 0 2 1 0 5 7
"12345" 3 0 5 1 8 3 2 4 5 5 6 3 3 3 0 2 2 2 4 6
"12346" 17 4 26 5 11 8 3 6 5 2 7 9 7 5 1 4 7 10 8 4
"12347" 22 10 37 26 22 50 24 30 26 41 41 39 29 14 8 40 35 32 81 73
"12348" 2 4 3 0 7 4 2 3 5 2 5 3 5 1 0 1 0 0 6 1
"12349" 3 5 4 9 16 12 23 12 14 23 6 19 10 6 0 5 6 6 27 16
"1235" 36 13 48 13 5 9 4 2 9 12 10 8 7 13 2 17 6 9 15 4
"12351" 8 11 2 8 13 17 37 28 26 52 30 37 28 22 2 40 31 34 44 39
"12355" 3 7 2 3 2 1 3 4 1 6 1 3 5 13 0 1 0 0 6 1
"12356" 9 7 2 4 2 8 11 7 7 12 10 9 8 7 0 14 5 4 14 9
"12360" 0 0 1 4 2 3 4 1 2 2 3 3 2 0 0 0 2 0 5 4
"12361" 7 4 4 8 9 9 7 2 10 10 14 5 11 9 2 0 0 0 24 14
"12362" 4 1 2 1 6 1 1 4 3 3 1 2 2 4 0 0 0 0 4 3
"12363" 47 6 64 9 8 6 11 6 7 20 5 12 8 2 6 37 32 31 9 13
"12367" 11 7 10 4 5 14 14 15 10 8 13 20 15 8 3 5 2 4 31 12
"12368" 16 8 9 8 10 11 11 11 6 13 10 13 10 9 3 34 29 34 30 14
"12369" 6 13 4 7 16 13 11 18 15 37 32 8 15 19 4 0 1 0 30 14
"12372" 41 24 38 14 17 5 8 6 7 15 13 3 10 22 5 16 12 14 17 10
"12376" 15 30 37 14 16 33 36 28 24 35 42 60 36 28 4 77 44 58 49 42
"12384" 2 2 3 7 4 2 3 2 6 8 0 5 1 24 0 0 0 1 8 3
"12385" 3 3 0 3 2 5 1 2 3 4 5 4 3 4 1 0 1 1 9 2
"12388" 4 5 3 3 2 3 2 2 0 13 4 4 4 5 0 1 2 1 4 4
"12397" 7 5 8 1 0 4 1 1 0 3 0 1 3 3 1 0 0 0 1 0
"124" 9 4 7 2 4 23 11 11 15 12 7 19 10 1 1 9 3 5 33 13
"12407" 4 4 3 3 2 1 5 2 0 2 3 3 5 2 0 2 0 5 6 10
"12408" 5 1 1 5 4 4 4 7 2 6 8 1 10 9 0 1 1 0 7 3
"12411" 6 7 7 0 3 0 2 1 4 2 5 0 4 2 1 3 0 1 5 2
"12437" 5 2 6 7 2 2 2 4 3 2 7 3 8 5 1 1 1 0 4 8
"12458" 0 2 4 1 1 1 2 3 0 5 2 2 2 5 1 0 0 0 3 3
"12470" 2 4 0 0 3 0 0 1 1 1 0 1 1 2 0 0 0 0 2 0
"12472" 10 19 9 22 11 8 14 14 18 26 12 6 10 15 0 0 0 1 14 13
"12475" 1 4 1 2 2 2 2 1 2 3 1 2 1 1 2 1 1 0 4 4
"12476" 2 3 5 5 5 6 4 9 5 17 10 2 3 7 1 0 0 1 15 12
"12480" 1 3 0 3 1 0 1 2 2 5 2 5 3 4 1 0 1 0 7 2
"12490" 8 10 6 15 19 16 16 23 26 46 55 17 22 16 0 0 4 7 56 19
"12499" 10 34 13 32 42 71 60 51 57 93 69 119 54 26 10 47 52 54 134 115
"125" 2 3 2 4 7 21 10 6 12 10 8 30 6 4 2 4 4 4 46 14
"12504" 2 2 4 5 3 2 0 3 10 13 12 5 5 1 3 0 0 0 8 5
"12506" 0 3 1 1 2 0 2 0 1 2 3 2 5 3 1 0 0 0 6 2
"12509" 3 1 9 4 6 3 6 7 6 8 6 3 5 3 0 11 13 19 6 4
"1252" 4 0 1 2 7 3 3 2 0 3 2 4 2 2 1 1 0 0 5 2
"12545" 15 9 25 4 4 6 5 7 8 11 11 8 7 10 0 25 30 22 14 18
"12573" 2 4 4 9 8 8 9 4 5 6 7 9 8 6 0 0 0 0 8 10
"12586" 10 19 14 10 14 20 28 19 31 35 32 33 29 19 5 60 48 77 65 42
"12587" 7 1 7 2 1 4 2 0 2 7 3 5 2 5 0 0 1 3 3 4
"12605" 0 0 0 0 0 1 0 0 1 0 1 0 0 11 3 0 0 0 0 0
"12610" 0 0 0 2 1 6 2 1 3 3 0 1 3 7 0 0 0 0 2 1
"12613" 2 3 7 3 1 11 5 4 6 2 5 13 8 1 1 1 6 6 10 16
"12614" 6 6 3 12 11 2 11 5 11 14 12 17 16 7 4 27 18 20 14 14
"1262" 4 2 7 2 2 2 3 2 1 0 3 0 2 1 0 5 1 7 4 2
"12631" 6 3 3 4 1 4 1 0 0 2 6 3 2 4 5 5 8 12 3 1
"12647" 2 1 12 10 5 9 6 7 13 19 12 12 8 5 0 4 6 12 40 9
"12660" 0 0 1 4 3 1 1 2 2 3 0 2 1 4 2 0 0 0 4 2
"12675" 1 3 10 2 1 0 2 3 1 1 0 0 0 1 0 0 0 0 0 2
"12692" 0 6 0 1 2 0 1 0 2 3 6 1 0 5 0 1 0 0 1 1
"12699" 3 14 6 2 8 17 13 12 10 29 28 29 11 22 0 0 1 2 34 11
"12707" 2 2 0 0 1 3 1 2 2 0 3 4 2 9 0 3 1 3 2 3
"12713" 0 4 0 3 1 2 3 3 0 9 5 3 3 0 1 0 0 0 3 4
"12717" 1 4 0 3 5 0 3 1 3 3 7 2 1 4 1 0 0 0 2 0
"12719" 1 1 1 11 2 3 4 0 5 4 3 3 7 3 0 2 2 0 6 7
"12728" 10 0 8 2 8 6 5 7 4 17 15 16 2 3 0 5 4 3 21 13
"12729" 4 1 1 2 1 2 3 2 1 4 0 0 1 2 2 0 1 1 2 7
"12735" 6 1 1 4 5 4 8 4 5 3 10 7 7 7 0 8 12 10 11 3
"12746" 3 1 2 2 0 4 3 1 3 1 2 2 5 0 0 4 0 2 5 3
"12751" 2 9 1 10 6 3 6 6 7 9 14 13 13 7 1 8 9 13 17 12
"12766" 9 9 12 11 10 24 15 32 14 40 32 21 23 20 8 2 2 5 47 22
"12768" 7 3 4 4 4 12 14 5 7 11 12 10 4 2 0 13 10 6 16 3
"12769" 33 5 39 6 4 5 8 9 5 10 10 4 7 11 1 8 8 11 6 8
"12773" 4 2 0 4 4 9 6 3 2 5 2 3 4 4 2 5 4 1 9 5
"1279" 5 2 3 1 0 4 2 0 6 1 3 4 1 1 0 1 1 5 6 4
"12803" 0 1 1 3 0 1 1 0 1 5 6 1 2 2 0 0 0 0 4 0
"12811" 43 21 91 10 11 10 9 13 15 16 15 9 15 4 1 38 29 31 28 8
"12812" 2 1 7 0 0 1 1 1 0 0 1 0 2 2 0 0 0 5 2 0
"12818" 5 6 4 5 8 4 2 6 6 4 2 6 3 4 1 0 0 0 0 0
"12825" 23 15 44 4 3 2 11 4 2 8 9 8 7 9 3 19 23 26 11 4
"12826" 2 4 1 10 8 6 10 8 6 9 15 11 15 8 0 1 0 0 18 5
"12832" 1 0 1 2 1 4 8 1 4 3 4 3 3 0 2 4 2 0 8 2
"12835" 7 5 3 6 7 5 9 2 4 9 9 7 9 7 1 0 0 0 13 3
"12847" 0 1 0 2 2 2 1 0 4 2 1 4 3 1 0 0 0 0 6 3
"1285" 4 1 4 10 10 22 14 20 11 26 16 28 10 7 2 62 28 49 48 24
"12872" 6 6 3 8 3 4 5 4 7 5 11 8 4 5 1 0 2 2 10 8
"12874" 0 1 1 2 1 3 1 2 3 2 2 1 4 3 0 0 0 2 5 6
"12875" 1 3 3 3 1 3 4 2 6 2 0 3 5 0 0 1 1 0 7 1
"12897" 0 0 3 1 2 2 1 1 2 0 2 5 0 1 0 2 0 0 8 4
"12900" 1 4 0 1 0 3 3 3 1 1 0 0 0 0 4 0 0 0 2 2
"12901" 5 5 12 2 0 2 3 2 4 2 0 1 2 4 0 3 2 3 4 5
"12902" 2 4 4 2 2 5 3 4 3 3 5 10 6 7 1 8 2 3 15 5
"12909" 19 0 29 2 5 8 7 5 1 9 5 4 4 7 1 23 18 18 17 12
"12910" 5 1 22 6 4 7 9 10 11 16 10 10 12 4 0 26 31 32 13 8
"12916" 0 4 6 1 3 2 7 1 3 3 0 4 1 1 3 4 1 1 8 4
"12917" 0 1 2 1 3 1 1 3 1 2 2 6 0 0 0 0 0 0 2 0
"12918" 1 0 2 1 0 1 4 1 1 0 0 6 1 2 0 0 0 1 2 5
"12919" 9 12 1 4 13 23 13 7 15 18 13 15 20 10 1 29 23 37 44 19
"1292" 0 5 0 3 1 0 0 0 0 0 0 2 2 2 0 0 0 0 0 1
"12920" 34 7 66 5 4 7 7 1 9 13 11 11 9 9 2 20 19 18 13 11
"12922" 0 3 7 7 17 18 23 17 18 7 20 25 13 3 3 12 10 12 29 20
"12928" 0 7 4 4 9 8 8 6 8 16 10 14 7 13 2 5 4 6 27 10
"12935" 3 4 3 8 4 9 9 3 5 13 9 6 2 8 1 1 1 4 7 6
"12936" 6 0 4 2 1 2 5 3 3 3 4 3 6 0 1 1 1 4 8 3
"12939" 11 12 19 26 10 16 19 7 13 24 26 15 9 10 1 4 4 5 22 16
"12940" 4 0 7 4 0 1 1 2 2 2 0 1 2 0 1 3 0 9 3 6
"12942" 7 4 2 1 8 4 6 1 2 9 9 2 5 6 2 2 2 2 5 6
"12944" 5 3 7 5 2 13 6 6 15 7 6 16 4 11 5 20 12 33 16 18
"12949" 0 2 3 0 0 2 2 1 0 2 3 1 2 2 1 4 3 5 1 0
"1295" 1 4 4 4 6 19 16 18 12 17 20 31 10 9 0 6 1 3 27 21
"12957" 2 3 5 8 4 9 10 9 19 17 12 13 12 9 1 6 5 4 23 12
"1296" 6 5 1 1 3 3 2 1 2 3 2 2 2 6 1 1 0 0 6 2
"12961" 4 1 2 3 7 5 1 4 5 16 8 2 8 14 0 0 0 0 6 4
"1297" 0 0 4 1 1 3 2 0 5 2 4 1 2 0 0 8 3 4 2 0
"12971" 3 10 4 9 15 22 21 15 13 34 15 21 11 17 1 10 18 9 33 20
"130" 8 1 5 2 0 3 2 0 2 1 4 3 1 0 0 9 12 15 9 4
"1300" 0 0 0 1 2 1 0 0 3 7 6 2 2 5 1 1 0 0 3 0
"13004" 0 1 0 4 4 1 3 1 2 3 3 4 3 5 0 0 0 0 2 1
"13005" 1 0 2 1 1 6 2 1 3 1 0 6 1 2 1 3 0 0 5 4
"13010" 5 0 2 0 0 2 1 1 1 3 1 2 1 1 0 3 4 4 6 1
"13013" 0 1 1 0 3 1 1 1 0 3 5 2 1 1 0 1 3 2 3 4
"13022" 2 4 0 2 2 13 8 4 6 12 8 9 4 8 0 0 3 3 14 12
"13023" 0 3 1 3 2 4 5 1 0 4 4 3 3 2 2 0 1 0 2 2
"13032" 0 5 0 0 0 0 3 2 3 3 0 4 1 1 2 1 0 1 7 1
"13033" 3 2 9 3 2 6 5 2 0 3 4 13 3 3 0 1 0 1 8 5
"1304" 0 2 4 3 9 11 9 16 23 17 12 22 7 13 0 3 7 6 24 22
"13043" 0 5 4 2 3 10 7 3 1 5 1 6 5 2 0 1 0 0 11 3
"13044" 11 9 14 4 2 6 6 1 5 9 5 3 3 2 0 4 0 2 10 4
"13065" 2 2 3 1 3 3 2 3 2 3 7 6 3 1 0 0 1 0 10 3
"13071" 1 7 0 9 7 4 6 14 4 5 12 11 4 18 0 0 0 0 14 5
"13077" 1 0 3 2 0 0 0 2 3 7 5 5 5 0 0 2 0 0 6 2
"13078" 19 34 19 41 32 31 39 36 34 44 42 51 46 26 2 56 44 69 61 43
"1308" 3 1 5 5 2 1 1 1 0 0 6 2 1 1 3 3 4 5 2 0
"13089" 0 2 0 2 0 1 3 3 6 3 0 3 2 0 0 0 0 1 10 1
"13099" 1 2 1 1 0 6 7 1 5 12 4 3 2 0 1 0 0 0 12 1
"131" 3 0 11 2 0 8 1 0 6 4 6 10 1 0 0 9 7 11 12 6
"1310" 7 4 0 5 1 7 2 1 6 6 4 3 2 4 3 10 4 3 6 3
"13102" 3 8 1 3 5 12 10 10 8 17 17 8 10 6 0 64 40 53 17 14
"1311" 5 4 0 7 4 7 2 1 3 8 6 1 1 0 1 0 0 0 4 4
"1312" 1 2 4 0 0 5 0 0 2 1 1 2 1 2 0 8 11 4 0 0
"13120" 9 14 25 11 11 15 18 10 13 25 34 16 19 4 8 52 31 59 26 26
"13126" 3 0 0 0 0 2 0 2 0 3 7 5 3 0 0 20 25 0 5 1
"13128" 5 8 4 13 5 10 10 9 7 18 24 13 8 8 4 35 27 51 25 9
"13129" 0 9 0 1 7 19 12 7 13 20 19 15 5 4 0 3 1 1 45 19
"13130" 1 0 2 0 2 4 2 1 3 0 0 5 1 1 0 0 0 0 9 2
"13159" 1 0 0 0 0 0 3 0 0 0 1 0 0 0 0 5 3 5 0 0
"13178" 4 0 6 1 3 0 0 0 0 1 1 0 0 1 0 2 1 2 1 1
"13198" 13 21 18 32 28 33 25 29 27 55 57 30 44 27 6 4 7 9 58 31
"13199" 4 7 4 5 1 1 0 4 1 9 5 8 7 7 0 0 2 0 2 2
"13200" 23 2 23 1 3 3 7 2 2 5 3 2 2 4 0 5 2 2 7 1
"13201" 0 0 1 0 1 2 0 3 0 1 1 0 1 2 0 6 3 4 3 0
"13202" 2 0 1 0 0 0 1 1 1 0 0 4 1 1 2 0 0 0 2 2
"1321" 11 3 15 1 0 0 0 0 1 6 1 2 0 1 0 3 0 1 3 0
"13210" 8 12 12 13 10 11 12 3 6 20 11 10 15 16 3 9 11 13 17 14
"13211" 21 3 13 7 6 8 9 3 7 4 7 10 7 16 3 13 8 11 15 11
"13222" 4 0 8 1 0 1 3 0 3 1 2 1 1 0 0 0 2 4 9 2
"13253" 27 10 29 5 5 16 8 7 5 11 8 11 9 3 1 21 15 23 10 14
"13266" 1 4 3 2 1 3 1 6 3 4 0 3 3 2 3 18 16 9 8 4
"13267" 0 1 0 2 1 7 3 1 2 1 2 8 0 5 2 9 5 5 4 2
"13269" 2 0 4 7 5 4 3 5 4 6 10 7 11 5 0 6 7 3 6 5
"13283" 2 0 0 0 0 2 6 0 4 0 0 4 3 2 0 1 2 0 3 1
"1329" 1 4 3 0 3 1 1 2 2 2 5 2 5 1 0 0 0 1 4 1
"1330" 1 1 4 3 1 6 6 3 2 9 6 8 5 4 0 2 1 2 8 1
"13311" 4 3 7 3 4 1 7 5 1 6 1 6 3 8 3 5 1 1 15 4
"13318" 15 4 25 3 4 3 5 1 4 3 1 6 2 2 0 6 3 3 5 1
"13319" 3 5 1 7 8 9 3 6 8 4 5 15 8 3 5 12 8 6 9 6
"13329" 8 9 7 6 2 4 5 3 5 9 9 6 13 12 0 0 0 2 12 1
"13330" 25 18 46 16 9 27 23 7 16 29 17 17 22 11 5 16 4 10 32 19
"13331" 21 15 16 17 12 15 18 10 17 27 29 12 22 30 9 22 8 18 35 11
"13332" 7 0 0 2 1 1 0 0 2 3 3 1 3 3 0 1 1 1 9 2
"13335" 4 0 0 3 0 1 5 0 2 6 3 3 3 2 0 0 0 0 3 1
"13340" 11 1 7 2 2 0 0 0 1 0 0 1 3 4 0 0 1 0 7 0
"13351" 0 4 0 1 5 2 0 1 2 3 2 0 0 0 0 0 0 0 3 1
"13353" 1 2 0 1 0 4 0 0 0 0 0 4 1 1 0 0 0 0 2 2
"13364" 3 4 3 2 6 4 4 3 6 7 7 5 4 6 1 0 0 0 15 7
"13369" 1 2 1 1 3 0 4 0 1 2 3 1 3 0 0 1 0 0 2 0
"13377" 1 0 1 0 1 4 2 0 3 0 7 0 4 3 0 0 1 1 1 2
"13387" 0 6 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 1 0
"13406" 3 7 7 6 9 13 11 3 13 15 7 13 8 8 3 25 15 13 19 9
"13407" 2 0 1 3 3 4 2 1 3 5 1 2 4 0 0 0 0 1 0 3
"13408" 3 3 7 7 3 2 2 0 3 7 9 6 4 2 1 5 5 2 5 3
"13419" 4 12 4 7 20 19 30 15 16 22 28 34 16 16 5 3 2 8 40 38
"1342" 3 4 5 3 2 0 2 4 2 7 5 0 3 8 0 14 8 12 4 0
"13452" 3 4 6 1 0 2 1 0 4 5 0 5 2 1 0 3 2 1 4 2
"13474" 4 8 3 8 13 16 14 6 12 16 18 25 10 6 2 25 16 29 32 17
"13475" 4 3 3 2 3 8 5 7 4 24 3 8 7 9 1 15 18 22 9 8
"1348" 3 6 1 2 2 4 4 6 9 7 12 4 5 5 0 0 0 0 15 5
"13484" 4 6 0 4 4 8 7 5 7 9 6 6 5 7 0 0 0 1 3 5
"135" 5 3 3 4 5 1 2 2 3 2 3 4 2 6 0 2 2 0 2 3
"13508" 0 1 4 1 2 0 0 1 1 2 2 2 4 2 0 6 2 0 5 3
"13534" 0 3 0 4 6 6 7 4 6 19 7 11 7 2 1 0 0 0 12 3
"13535" 2 6 0 3 2 4 3 3 4 3 2 3 2 3 0 2 0 1 4 6
"13539" 1 0 3 2 4 5 5 10 6 5 1 7 1 0 0 2 2 3 2 3
"13540" 0 0 0 2 0 1 0 3 0 1 0 2 2 2 1 0 3 0 1 0
"13544" 1 5 4 2 7 2 0 1 1 7 7 6 4 1 0 0 0 0 2 3
"1355" 5 3 8 1 1 2 1 0 0 0 0 1 0 2 2 7 2 4 2 1
"13556" 4 3 2 2 8 6 2 1 3 5 0 1 1 8 2 0 1 0 7 2
"13557" 7 15 6 17 17 36 28 17 24 39 43 40 30 11 4 55 48 37 80 46
"1356" 32 7 38 10 8 11 7 3 10 14 10 8 8 9 2 11 8 8 9 7
"13560" 1 4 8 3 8 9 6 6 3 1 1 6 5 3 1 11 13 11 10 3
"13562" 1 0 4 2 0 4 1 0 5 2 2 3 2 3 1 1 2 4 10 2
"13565" 1 4 3 1 1 0 1 0 0 0 3 1 1 9 0 0 0 0 0 0
"13566" 28 43 49 56 39 71 54 43 61 94 83 77 60 129 11 8 19 13 133 78
"13569" 1 1 2 2 1 2 5 3 1 6 4 10 5 2 0 5 3 2 5 3
"13571" 4 9 2 5 12 3 4 4 11 11 11 6 3 6 2 15 10 18 13 3
"13572" 0 0 2 4 2 0 3 2 1 3 2 1 0 6 0 0 0 0 4 0
"13591" 1 5 1 3 2 2 1 5 1 5 3 6 3 3 0 0 0 2 5 0
"13592" 4 9 0 3 2 5 5 5 9 4 10 16 10 9 0 7 7 2 18 10
"13593" 1 5 1 0 2 4 2 0 1 0 1 1 2 2 0 0 0 0 5 5
"13594" 6 19 3 4 9 7 5 5 9 10 9 5 11 18 1 11 4 7 10 11
"13595" 2 1 8 1 3 2 0 0 3 3 2 0 2 1 0 4 0 2 5 1
"13596" 1 3 2 16 9 16 23 11 15 26 24 27 12 11 2 1 0 0 36 18
"136" 2 4 4 2 2 4 1 1 6 2 1 7 3 6 0 5 2 4 6 2
"13600" 5 17 8 16 24 35 52 35 41 70 55 47 33 23 3 8 10 6 77 47
"13610" 8 5 14 2 1 1 5 0 3 2 3 1 1 2 1 6 12 23 8 3
"1362" 0 5 1 1 2 1 5 1 5 4 2 7 7 3 1 0 0 1 5 1
"13635" 16 7 29 2 1 4 4 0 1 3 1 6 1 6 0 4 1 3 1 3
"13637" 0 0 0 0 1 0 2 3 1 1 1 2 1 4 1 0 0 0 1 2
"13663" 1 1 0 0 0 1 2 1 1 2 7 1 2 5 0 0 0 0 0 1
"13664" 14 4 19 9 9 12 14 18 6 22 15 12 14 5 3 15 15 20 24 13
"13666" 4 1 1 0 0 4 2 1 1 0 0 1 0 1 0 4 2 4 4 1
"13668" 1 3 2 1 0 1 2 4 5 1 2 4 0 1 0 1 0 3 7 3
"1367" 7 8 5 12 17 13 16 21 8 25 13 13 21 20 2 12 7 11 26 21
"137" 1 5 7 4 5 11 9 2 9 5 3 2 3 3 0 0 1 2 7 7
"13715" 6 6 7 13 10 17 10 8 21 15 10 13 12 10 2 6 1 1 38 21
"1372" 2 1 1 1 4 3 4 1 2 1 2 4 1 4 1 0 1 2 4 2
"1375" 10 1 15 0 0 7 1 0 2 1 1 3 0 0 0 16 9 15 6 5
"1376" 12 3 16 0 1 2 2 3 1 1 2 1 5 0 0 0 1 0 2 0
"13762" 9 17 6 8 16 16 23 16 17 22 27 23 15 9 3 3 5 2 26 19
"13776" 8 3 13 6 2 2 1 0 3 2 2 1 4 1 1 1 3 1 1 4
"13777" 0 1 3 1 3 6 4 1 4 4 2 3 5 7 0 5 5 2 5 7
"13780" 6 1 6 1 0 1 0 2 0 2 1 0 0 1 0 2 1 0 0 0
"1379" 15 9 3 6 7 10 12 8 9 36 27 28 16 6 0 64 37 66 35 19
"13800" 9 8 2 10 14 10 14 20 15 18 8 27 9 0 0 0 0 2 33 21
"13808" 4 2 8 0 0 1 3 0 2 1 1 1 0 0 0 4 2 1 7 1
"13844" 0 0 2 1 2 2 1 2 6 0 0 5 1 0 0 2 2 3 4 1
"13857" 0 6 0 3 3 2 1 0 0 0 1 0 1 3 0 0 0 0 3 3
"13871" 31 5 44 3 2 9 8 4 4 10 12 8 2 0 1 38 34 42 25 11
"13873" 4 2 8 4 1 2 2 0 2 1 4 3 2 0 3 14 7 11 5 1
"1389" 1 1 6 0 0 0 0 1 1 0 2 0 1 0 0 1 0 4 1 2
"13901" 1 3 0 5 8 6 6 4 5 13 14 8 9 3 3 4 5 4 4 12
"13903" 2 4 0 5 3 2 1 4 2 7 4 1 0 4 0 6 4 4 2 1
"13908" 2 1 2 3 4 3 9 0 3 9 10 5 2 0 0 3 3 1 13 5
"13916" 6 1 2 1 0 0 1 2 2 5 3 0 2 0 0 5 0 2 4 2
"1392" 0 1 2 3 0 1 1 1 8 1 2 5 5 3 0 0 0 0 5 3
"13924" 0 1 2 0 0 7 1 0 3 1 5 3 1 1 0 0 0 0 3 1
"13930" 5 12 7 13 14 27 21 5 22 39 33 24 22 56 21 10 11 2 39 28
"13942" 2 0 6 3 1 2 0 0 0 0 1 2 0 5 0 3 2 3 2 0
"13943" 2 3 2 4 5 1 1 0 2 2 4 2 0 3 0 1 0 0 2 3
"13960" 2 3 0 3 2 3 3 2 1 8 8 4 1 0 0 0 0 0 12 4
"13961" 2 6 2 4 1 1 2 1 4 9 3 2 2 0 0 0 0 0 3 1
"13964" 5 1 4 1 3 3 2 1 3 3 0 4 3 3 1 1 0 3 8 4
"13980" 5 8 11 6 5 7 8 3 6 7 12 5 8 14 0 1 5 2 14 5
"13981" 4 3 2 6 3 2 2 2 5 11 8 2 1 4 1 1 0 0 4 0
"13985" 14 0 10 0 1 1 2 3 1 2 2 0 1 2 0 3 4 1 4 0
"1399" 1 0 0 4 3 0 5 2 2 1 1 1 7 1 2 0 0 0 4 4
"13990" 6 7 5 13 4 15 6 5 15 19 9 6 4 15 0 6 7 4 13 6
"13991" 1 1 5 4 3 0 2 1 2 5 8 4 3 5 5 8 10 23 2 2
"1400" 5 3 2 10 4 3 5 3 2 11 4 1 4 19 2 5 1 7 9 5
"14003" 0 0 0 0 1 4 0 0 0 0 0 1 1 0 2 2 1 0 3 0
"14006" 10 2 8 0 1 3 1 1 0 0 0 2 1 6 4 0 1 3 3 1
"1401" 1 1 1 3 1 9 3 3 6 3 2 10 4 3 0 3 2 2 14 5
"14023" 1 1 0 1 1 5 3 2 7 2 2 5 1 4 0 10 4 6 8 3
"14030" 4 3 3 3 3 4 1 0 5 7 7 6 3 1 0 10 11 20 2 3
"14042" 1 4 6 3 2 6 6 1 4 11 8 7 3 4 2 2 1 2 8 2
"14043" 8 7 5 3 5 16 12 14 14 10 6 25 10 13 4 48 25 39 33 20
"14045" 2 0 0 3 3 3 3 2 1 6 2 0 3 2 0 0 1 0 4 1
"14048" 6 3 2 1 5 4 10 7 5 5 3 8 7 5 4 11 6 7 5 7
"14052" 1 2 4 3 3 3 5 2 4 12 2 10 4 3 0 0 2 2 15 7
"14072" 0 1 0 0 2 3 2 1 1 9 3 5 3 0 0 6 2 7 12 5
"14077" 0 0 2 0 1 1 0 0 4 1 0 7 0 3 0 0 0 2 3 2
"14079" 0 2 2 0 3 1 1 2 1 0 1 3 4 3 1 0 1 0 5 3
"14080" 0 6 0 3 0 1 0 0 4 0 0 1 0 0 0 0 0 0 2 0
"1409" 15 10 17 4 3 9 2 3 8 3 7 4 4 15 2 1 0 4 7 10
"14091" 0 3 1 5 3 0 5 2 4 7 5 2 8 2 0 1 6 1 2 7
"14092" 3 12 6 6 14 14 13 12 8 36 33 14 10 21 1 0 0 0 38 14
"14097" 6 0 6 1 1 1 0 1 0 0 2 1 1 1 0 0 1 0 3 3
"14113" 0 3 1 4 2 6 0 1 1 7 2 1 2 0 0 0 0 0 1 4
"14119" 0 0 0 0 0 0 5 1 2 1 1 1 0 1 2 0 1 0 0 0
"14128" 0 1 2 0 0 3 2 0 0 0 6 2 2 0 0 11 9 7 6 1
"14130" 1 2 0 4 1 1 4 1 5 6 1 1 0 0 0 4 3 0 3 6
"14139" 2 5 1 4 3 7 5 4 9 4 4 7 5 3 1 22 22 24 16 6
"14140" 20 5 36 1 3 1 6 1 7 8 7 10 4 4 3 25 32 27 11 6
"14163" 3 11 11 0 8 15 4 2 6 8 7 11 5 3 0 36 23 22 18 6
"14170" 2 0 7 0 3 4 5 0 5 9 5 4 4 4 2 9 4 7 3 7
"14180" 3 3 1 1 4 4 9 2 5 5 4 15 3 5 0 1 1 0 12 11
"14181" 17 11 17 9 11 17 11 8 7 19 7 9 12 7 2 13 12 10 20 17
"14182" 0 1 0 2 3 4 0 0 3 5 2 5 6 0 0 0 0 0 4 3
"14186" 11 5 20 5 2 1 2 0 1 2 3 3 3 2 1 9 1 1 2 3
"14187" 5 0 5 1 3 1 1 1 0 1 0 2 2 0 0 0 0 0 2 3
"14192" 3 3 1 5 2 8 8 4 5 7 4 13 11 5 1 0 1 0 18 11
"14193" 27 15 15 5 4 2 5 4 4 13 13 2 9 9 2 3 2 4 9 2
"14203" 1 0 1 1 2 1 3 4 6 6 1 5 2 3 1 5 0 1 2 2
"14204" 2 13 6 14 15 30 27 18 23 47 30 48 30 13 3 0 0 2 53 32
"1422" 6 1 7 2 1 1 0 0 1 4 2 2 1 0 1 4 0 2 3 1
"14229" 0 5 0 1 0 0 1 2 6 7 3 6 5 6 0 0 0 0 9 2
"1423" 9 37 16 26 29 72 59 47 50 81 97 76 45 39 9 120 77 103 142 81
"14235" 2 2 3 1 6 11 8 4 8 12 11 9 5 8 2 1 0 0 19 5
"14236" 3 6 4 6 6 14 10 4 12 11 15 14 1 15 6 9 5 12 27 9
"14244" 4 8 3 10 7 11 10 7 10 9 8 15 13 14 3 2 1 0 31 15
"14245" 5 2 1 1 6 2 2 7 1 5 1 2 5 4 2 0 0 1 8 5
"14257" 0 1 1 2 2 2 6 1 3 6 2 5 5 1 0 1 1 1 13 3
"14259" 0 0 1 2 1 0 0 1 0 3 9 1 2 5 0 0 0 0 0 1
"14260" 10 8 0 0 3 3 3 1 5 5 3 5 7 2 0 0 0 0 3 3
"14261" 0 0 0 3 4 4 3 4 5 4 6 9 2 2 0 1 0 0 4 1
"14265" 1 6 3 2 4 2 4 5 6 2 3 3 7 7 1 2 1 1 11 4
"14266" 18 4 27 0 3 6 4 4 4 7 5 2 6 1 0 10 6 13 5 7
"14267" 6 0 13 0 0 0 1 0 0 0 0 1 0 0 1 0 0 2 1 0
"14269" 25 13 29 8 9 5 5 2 10 4 4 5 9 14 0 7 9 3 11 5
"14270" 1 5 3 4 1 8 4 2 9 2 1 5 4 3 0 2 2 7 9 11
"14271" 36 13 29 9 5 6 10 9 9 21 14 5 13 15 3 11 13 11 12 8
"14302" 18 28 16 16 19 24 33 25 33 36 53 42 22 31 6 44 26 43 50 27
