"28cell1te" "28cell2te" "28cell3te" "blastula2te" "blastula3te" "dlarv1te" "dlarv2te" "dlarv3te" "gastrula1te" "gastrula2te" "gastrula3te" "morula1te" "morula2te" "ovo1te" "ovo2te" "spat1te" "spat2te" "spat3te" "troc1te" "troc2te"
"59897" 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1 4 0 0
"59898" 1 0 0 4 1 1 0 0 0 3 1 4 0 1 1 0 0 1 0 2
"5991" 4 0 2 0 2 1 0 0 4 2 0 1 0 3 1 1 1 4 6 0
"5994" 0 0 6 5 1 7 0 2 2 2 2 3 0 0 0 22 9 12 9 3
"59946" 10 2 12 2 2 2 13 3 5 7 4 11 2 0 0 17 19 13 11 4
"59951" 6 1 14 0 1 0 0 1 2 1 0 1 0 1 0 1 2 10 4 4
"59958" 1 4 2 4 6 2 4 1 2 7 8 2 5 6 1 2 0 0 8 1
"59972" 11 12 28 6 4 5 8 2 5 12 2 5 9 6 1 3 3 0 10 6
"59981" 4 2 4 6 4 4 3 2 3 7 4 5 4 3 0 11 2 11 7 3
"59986" 1 2 4 2 3 4 1 0 3 5 4 4 2 1 0 4 1 4 9 2
"59987" 0 0 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0 1 1 4
"59998" 6 0 9 2 2 3 3 0 3 4 2 2 1 1 0 3 2 6 5 1
"60001" 14 3 18 1 5 0 5 1 0 6 3 1 1 5 2 7 4 3 2 2
"60005" 14 2 13 3 1 6 2 0 3 3 2 7 7 4 2 1 1 4 7 0
"60007" 96 8 99 9 8 4 11 6 3 17 14 7 5 11 3 22 18 24 17 5
"60010" 1 2 1 2 3 6 6 6 5 12 14 4 4 6 0 0 0 1 3 2
"60012" 0 0 5 0 1 2 0 0 1 1 0 1 0 0 1 0 1 1 11 1
"60020" 2 1 0 1 2 1 2 4 1 4 3 6 3 3 0 0 0 0 7 2
"60029" 3 3 0 3 1 3 1 1 1 3 1 1 5 0 0 0 0 0 3 1
"60030" 8 6 4 3 15 19 12 10 13 12 15 25 18 4 0 3 2 0 36 27
"60031" 2 6 3 2 3 5 1 5 6 4 6 4 3 2 1 0 0 0 7 2
"60039" 0 2 0 2 3 1 0 1 0 2 2 4 0 7 0 3 4 9 7 0
"60077" 4 0 5 1 3 2 8 2 2 8 8 8 9 6 1 0 3 5 7 5
"60078" 60 18 55 5 10 16 14 16 14 21 8 34 12 14 2 23 29 37 43 29
"60079" 32 5 31 4 3 9 7 7 6 7 4 11 13 6 2 20 13 21 11 14
"60081" 14 4 27 15 10 13 16 20 14 9 7 32 13 7 4 40 43 54 34 26
"60086" 16 4 17 5 3 5 7 5 5 13 8 2 3 16 4 16 22 29 12 3
"6009" 2 4 13 1 0 1 0 0 0 2 2 1 1 2 0 2 0 0 1 1
"60090" 4 5 12 7 6 12 6 3 7 13 4 15 4 8 0 4 1 15 16 13
"60103" 0 1 2 1 1 1 1 0 6 1 0 3 3 0 0 0 0 1 8 2
"60109" 2 1 0 8 0 7 7 4 4 14 2 10 6 6 1 6 5 3 14 4
"60121" 0 1 0 0 0 5 0 1 2 1 1 2 0 0 0 2 1 1 2 4
"60122" 4 1 2 1 0 2 1 0 3 0 4 1 1 4 0 3 1 6 11 3
"60123" 1 0 4 3 1 2 0 3 4 1 0 0 1 0 0 3 3 2 7 0
"60125" 1 5 5 0 1 1 2 2 4 3 2 2 0 3 0 0 1 2 3 0
"60134" 6 17 8 10 10 40 27 17 30 34 35 35 23 9 1 32 33 40 69 33
"60135" 31 5 13 3 2 1 2 3 4 3 4 6 2 2 1 2 2 2 3 2
"60137" 3 7 8 9 8 26 15 10 16 25 21 19 16 9 7 27 15 19 35 30
"60138" 0 1 4 1 1 0 1 3 5 2 4 4 0 3 0 3 11 12 11 2
"60139" 27 16 23 6 10 22 15 10 11 19 17 15 11 10 1 6 3 16 28 15
"60141" 8 4 0 5 2 7 14 15 11 22 16 15 11 3 0 6 8 5 24 15
"60145" 1 1 2 0 0 2 1 3 2 0 5 0 1 0 1 0 0 0 3 1
"6016" 2 5 1 6 2 6 6 2 6 14 2 4 6 3 0 0 1 0 12 5
"60161" 2 2 4 4 3 0 6 2 4 8 3 5 5 2 3 1 1 0 8 3
"60188" 4 0 6 2 1 3 4 3 2 3 3 2 0 3 0 23 17 8 6 4
"60189" 63 27 122 9 19 13 27 13 15 19 20 11 20 38 3 33 25 22 25 14
"602" 3 1 2 7 4 2 2 3 8 9 5 5 4 7 0 4 3 3 8 10
"60205" 7 8 5 5 18 23 14 14 10 7 5 20 9 1 0 6 5 11 42 29
"60209" 3 1 5 2 1 4 7 4 3 1 2 5 1 0 0 0 2 1 5 4
"6021" 0 1 2 3 0 3 0 0 0 7 3 5 4 10 0 1 0 0 4 0
"60210" 6 3 7 7 6 5 9 8 9 15 15 15 13 10 3 7 9 4 13 8
"60211" 4 11 1 8 2 13 5 9 7 21 20 16 7 6 5 10 9 15 13 7
"60237" 1 1 0 0 0 1 2 1 0 0 0 1 1 2 1 3 3 5 2 0
"60291" 1 0 6 4 0 3 1 1 0 2 3 0 0 3 0 0 0 1 2 3
"60292" 0 0 2 1 1 2 0 1 1 1 0 2 2 2 1 0 4 2 0 1
"60302" 4 5 4 3 0 2 2 2 3 4 4 2 3 3 1 0 0 1 2 3
"60311" 4 0 14 2 4 6 2 1 2 9 6 4 2 3 0 3 3 4 8 14
"60312" 1 2 3 1 0 0 3 0 1 0 0 2 1 0 1 5 13 10 0 0
"60365" 26 68 44 75 58 104 101 69 86 76 84 127 87 110 15 71 53 56 248 107
"6038" 1 0 9 0 1 1 2 1 3 0 0 4 1 0 0 2 6 6 4 2
"6040" 2 1 3 1 2 1 7 1 7 2 3 4 2 2 0 3 1 0 7 2
"60411" 5 2 1 2 9 7 9 6 9 17 6 10 9 1 0 17 13 17 16 12
"60416" 4 1 9 0 1 4 0 1 0 1 0 1 1 0 0 8 2 3 8 2
"60417" 1 1 2 2 1 4 6 0 2 5 7 4 1 4 1 14 6 7 3 2
"60425" 1 4 1 4 0 0 1 4 0 1 0 1 0 5 0 0 0 0 0 0
"60426" 7 1 1 0 1 0 1 0 0 0 0 2 0 1 2 1 0 1 2 1
"60444" 5 4 12 2 2 8 4 2 5 7 2 4 1 2 2 1 0 0 9 11
"60446" 5 0 5 2 3 10 6 2 2 7 7 5 2 5 0 3 7 6 22 4
"60451" 4 0 0 3 5 2 1 1 1 5 4 1 3 6 1 1 0 0 3 0
"60452" 18 14 17 9 15 26 21 13 15 30 18 25 22 9 2 37 25 30 41 34
"60460" 7 0 11 7 4 15 9 5 5 6 13 14 8 8 3 23 9 13 14 12
"60461" 1 3 4 1 2 1 5 1 5 3 1 6 0 2 2 5 4 0 4 2
"60463" 1 6 2 6 11 10 7 4 8 17 16 13 7 2 0 8 6 3 32 18
"60470" 0 0 0 5 2 2 11 3 6 8 2 2 3 2 0 6 5 3 12 7
"60480" 0 2 1 0 0 1 1 0 1 6 4 5 0 3 1 3 6 2 5 2
"60494" 0 0 0 0 1 1 4 3 0 0 2 4 2 0 0 0 0 2 5 3
"60498" 2 1 1 3 3 2 9 0 2 3 10 3 5 7 0 1 1 0 12 3
"60499" 6 10 1 6 10 7 7 5 3 12 10 6 8 3 0 0 2 3 5 4
"60503" 1 0 2 2 0 1 2 2 6 2 2 3 1 0 0 2 0 0 6 4
"60548" 18 6 12 18 6 7 4 5 10 8 9 7 3 7 2 18 10 16 13 7
"60553" 2 4 2 1 1 1 4 0 4 2 0 2 1 5 0 2 3 0 7 0
"60568" 21 13 28 9 1 1 4 3 0 4 2 2 2 10 6 11 13 9 8 1
"60571" 2 0 1 0 1 0 1 0 0 0 0 0 0 1 1 4 2 2 3 0
"60577" 1 1 4 2 3 7 4 2 7 5 3 7 4 0 0 3 0 4 7 3
"60587" 11 1 26 0 0 2 0 3 3 0 1 1 0 0 1 7 10 7 10 4
"60588" 1 0 1 0 3 0 0 0 0 1 0 2 0 1 1 4 3 0 2 1
"60590" 0 0 0 0 1 0 0 0 1 2 0 0 0 0 1 5 10 1 2 0
"60615" 4 1 1 3 1 0 0 3 1 2 3 4 1 2 0 0 0 0 2 2
"60659" 2 2 1 0 4 4 14 3 0 15 6 4 6 3 1 0 0 0 7 5
"60660" 1 2 3 6 3 4 3 2 4 3 6 3 2 1 0 0 0 0 3 2
"60669" 0 4 2 1 3 4 0 0 2 1 1 3 0 1 0 3 1 1 4 0
"60684" 0 0 1 0 1 4 0 1 5 0 0 1 0 0 0 2 1 0 4 1
"60697" 2 1 0 2 1 1 6 1 1 9 11 4 1 10 0 0 0 0 11 1
"60699" 1 8 4 0 0 1 1 1 4 0 3 1 1 0 0 2 0 0 4 0
"60700" 1 5 1 2 0 2 0 1 1 1 1 3 1 8 0 2 1 6 3 0
"60702" 2 7 4 2 1 0 1 3 2 2 1 2 2 0 1 3 3 7 5 0
"60703" 1 2 1 3 1 3 3 1 4 3 2 2 2 4 0 0 1 0 6 1
"60710" 3 4 3 1 1 5 1 1 5 1 1 3 1 3 0 1 2 2 2 2
"60713" 2 5 4 0 1 0 2 0 3 0 1 3 1 3 0 4 0 4 2 1
"60714" 3 0 3 0 0 0 0 1 0 0 0 0 0 0 0 1 6 5 6 1
"60716" 0 1 1 4 1 2 1 1 4 4 0 1 3 7 1 4 3 2 4 5
"60719" 11 3 31 2 4 8 10 6 5 5 11 3 6 0 0 26 17 20 7 7
"60721" 1 0 1 3 2 1 0 5 1 7 2 8 2 1 0 0 1 1 8 2
"60724" 0 2 2 1 4 0 3 1 2 8 3 2 2 6 1 0 0 0 6 3
"60725" 0 3 2 8 5 12 13 11 13 13 22 13 17 4 0 2 2 1 33 12
"60732" 0 0 2 0 3 1 3 3 3 1 1 3 2 0 0 0 2 0 5 3
"60736" 14 3 9 1 0 0 2 0 5 1 1 0 2 2 0 3 2 1 2 1
"60739" 2 1 3 3 9 6 8 7 7 10 13 16 10 6 2 18 16 22 16 12
"6074" 0 0 2 2 2 5 0 0 1 1 3 0 2 2 1 0 0 0 0 3
"60740" 87 11 102 16 20 41 46 23 27 39 39 56 41 20 1 89 82 121 73 44
"60743" 2 0 2 1 1 7 5 3 1 2 5 2 7 0 0 19 14 8 11 7
"60744" 5 1 14 0 4 6 4 3 4 4 5 6 10 0 0 10 6 25 10 9
"60746" 1 1 0 7 4 0 4 2 2 0 3 1 7 5 0 0 0 0 3 0
"60747" 4 5 3 2 4 14 14 14 13 9 12 23 13 8 0 0 0 0 25 13
"60748" 4 0 6 2 0 2 1 0 2 0 1 2 2 0 0 4 1 1 5 2
"6075" 0 0 2 1 3 3 2 4 2 2 1 5 1 2 1 1 0 0 7 2
"60759" 16 3 10 9 11 14 24 20 15 23 27 14 24 21 4 3 2 4 27 14
"60770" 2 0 0 3 2 1 0 1 0 1 1 0 0 3 1 0 0 0 1 3
"60792" 0 1 1 0 1 5 2 1 0 0 3 1 1 1 0 1 6 3 6 1
"6082" 2 0 3 1 2 4 1 1 0 3 2 4 2 3 0 0 1 1 2 1
"60861" 5 7 3 3 2 6 11 9 11 6 4 4 4 10 1 3 2 1 12 2
"60880" 12 8 24 7 4 7 2 1 5 8 9 4 0 7 1 3 2 3 8 2
"60883" 0 1 0 0 1 1 0 0 1 1 2 7 4 0 0 1 0 1 4 1
"60888" 1 13 7 8 4 11 12 7 7 19 17 9 11 12 3 36 28 41 20 13
"60889" 5 5 0 0 1 1 0 0 1 2 2 2 2 0 0 1 0 2 1 2
"60890" 1 2 2 2 3 6 4 1 5 4 5 3 5 2 0 2 0 0 5 1
"60899" 2 4 0 3 2 4 4 0 8 11 6 6 6 8 0 0 0 0 10 3
"60910" 1 3 2 1 1 1 0 2 2 0 3 1 0 2 1 12 6 5 8 2
"6093" 2 0 1 4 0 1 4 0 1 1 2 4 2 1 0 0 0 2 5 0
"60946" 3 4 0 1 0 0 3 0 1 1 1 4 1 2 0 0 1 1 3 2
"60962" 0 0 0 3 0 0 2 0 0 1 2 5 1 1 0 1 0 0 2 0
"60984" 1 2 2 3 1 0 0 1 1 0 0 2 5 0 0 1 0 1 2 4
"60985" 1 2 1 4 3 2 8 3 8 8 9 13 6 5 0 0 3 0 13 4
"6099" 3 11 4 4 5 7 14 4 7 15 3 7 9 11 6 8 3 5 11 4
"61022" 1 4 1 2 0 2 4 1 2 4 3 2 1 0 0 1 2 0 0 2
"61028" 1 2 4 4 1 2 1 0 1 0 1 4 0 0 0 2 1 1 6 1
"61033" 12 2 8 3 3 0 1 3 3 8 2 3 4 0 3 6 2 3 3 4
"61037" 44 9 57 2 5 3 4 2 7 3 2 8 8 5 0 4 4 20 5 5
"61065" 0 0 0 2 1 2 0 2 1 8 5 1 2 1 0 0 0 1 1 1
"61068" 10 6 19 2 5 5 5 4 6 5 6 10 1 3 1 27 30 26 19 6
"61069" 0 1 2 5 2 4 4 6 0 5 2 4 1 5 0 0 0 0 10 6
"61070" 5 6 5 4 3 6 6 8 7 9 11 15 14 9 0 1 1 1 32 9
"61074" 1 4 3 0 0 0 0 0 0 0 0 1 0 0 0 1 0 4 0 0
"61077" 0 1 2 1 4 0 5 2 4 2 4 2 6 3 1 0 0 0 4 1
"61081" 10 6 6 3 4 1 0 0 1 5 4 2 2 3 1 3 1 1 1 3
"61082" 0 0 0 1 1 0 1 3 2 0 1 0 4 1 0 2 0 1 5 5
"61086" 1 6 6 2 4 4 3 1 1 6 9 1 3 4 0 1 0 0 15 3
"61092" 4 4 1 0 1 0 5 0 1 2 4 2 2 0 0 3 2 2 5 2
"61128" 1 4 0 1 4 12 9 8 5 23 19 11 10 0 0 8 7 10 20 11
"61139" 113 73 175 43 47 69 66 81 93 106 100 73 76 64 9 104 99 112 202 110
"61140" 12 0 14 0 1 1 3 1 2 0 1 5 0 1 1 3 4 4 1 1
"61141" 32 2 20 3 2 3 4 3 2 2 3 3 5 10 1 2 4 7 7 2
"61143" 16 3 16 2 3 3 3 3 1 3 8 4 3 5 0 6 8 10 4 5
"61148" 4 1 5 2 5 2 1 0 5 11 7 1 4 3 1 9 6 10 4 2
"61151" 8 7 14 4 3 3 4 4 3 11 12 4 5 8 2 1 1 1 6 3
"6119" 2 1 1 2 7 8 6 9 4 12 6 2 4 8 0 0 0 0 10 4
"61198" 4 13 11 2 2 9 6 4 6 8 6 6 0 3 0 17 7 16 11 9
"61205" 12 3 7 0 0 0 2 3 0 1 1 0 2 0 1 3 0 0 0 1
"61208" 48 13 54 8 1 4 3 2 7 11 8 1 3 16 2 18 9 6 9 7
"61209" 26 9 24 10 2 1 2 3 5 3 7 2 3 20 4 5 10 4 8 2
"61215" 6 3 4 7 3 10 2 3 3 9 2 3 4 16 0 0 3 5 5 4
"61219" 17 11 20 4 4 12 8 3 6 15 12 7 5 5 4 36 25 36 20 7
"6122" 0 3 0 1 1 6 1 0 4 4 3 1 1 1 0 0 1 1 2 2
"61223" 11 30 23 26 17 11 27 9 19 25 25 8 24 65 4 4 1 2 22 13
"61227" 15 30 24 37 42 67 49 25 62 81 65 57 42 58 6 48 32 27 114 79
"61228" 0 2 2 8 4 6 6 3 10 15 17 1 5 13 1 1 1 5 11 11
"61230" 6 21 3 5 17 15 22 4 23 18 25 26 10 11 2 27 17 20 49 31
"61258" 15 3 12 3 2 5 6 2 0 2 2 3 5 2 1 4 7 8 9 1
"61262" 17 5 37 14 6 5 5 4 9 20 12 13 10 20 9 19 21 13 13 15
"61263" 91 35 158 45 36 53 50 32 46 77 71 77 51 26 12 168 115 139 113 67
"61264" 54 12 74 33 19 19 32 19 31 50 41 29 31 29 9 78 43 31 35 26
"61273" 13 24 16 6 6 13 6 2 17 15 8 10 3 9 0 5 10 10 29 12
"61300" 5 0 5 1 1 2 2 0 0 1 1 2 0 1 2 7 2 4 2 0
"6133" 6 4 3 4 7 7 3 6 9 11 11 7 16 7 0 1 1 0 12 5
"6134" 0 0 1 3 1 2 2 0 1 7 1 6 3 5 1 0 0 2 8 2
"6145" 1 1 12 4 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0
"6146" 0 0 0 3 0 3 2 3 2 1 1 1 2 0 0 0 0 0 2 0
"6147" 0 1 0 0 0 3 4 2 5 0 0 5 2 0 0 9 8 3 6 5
"6148" 1 1 0 3 1 1 1 3 1 3 1 5 2 3 0 3 1 3 2 4
"6156" 1 0 2 1 2 7 4 0 5 3 4 10 3 6 0 2 1 3 9 8
"6158" 0 0 0 2 5 9 7 2 3 7 6 3 3 7 0 0 0 0 8 2
"6159" 2 1 0 0 3 5 3 1 5 2 2 4 4 0 2 0 1 0 4 2
"6160" 0 3 1 2 1 0 2 1 0 6 4 1 2 2 0 0 0 0 2 4
"6161" 0 0 4 1 2 6 2 0 2 1 0 4 4 3 0 3 1 2 9 1
"6163" 4 3 3 0 2 1 3 4 4 11 1 0 2 2 0 0 0 0 4 1
"6164" 3 1 3 0 4 0 2 7 5 2 5 0 3 2 0 0 0 0 0 1
"6165" 13 5 19 8 14 27 18 9 16 12 12 12 20 6 1 37 23 41 31 22
"6167" 0 2 0 1 1 0 0 0 0 1 0 1 1 0 0 4 4 6 1 0
"6168" 0 0 0 0 1 2 0 1 2 1 0 1 1 1 1 0 0 1 4 4
"6170" 3 5 2 7 5 2 2 6 4 12 5 6 3 9 1 0 0 0 6 5
"6171" 5 8 7 8 6 4 5 0 2 6 11 4 5 24 4 4 4 6 5 4
"6181" 3 0 1 0 0 6 1 0 1 2 1 1 0 2 1 0 1 3 1 0
"6189" 0 8 0 0 0 3 5 4 2 5 2 1 1 5 0 0 0 0 5 5
"6190" 2 3 2 2 2 2 5 4 2 6 10 2 4 0 0 9 8 11 10 1
"6196" 0 1 0 2 1 4 2 5 2 5 5 7 4 1 0 1 12 2 8 6
"6197" 108 17 130 16 18 29 23 15 23 22 25 31 18 13 0 75 79 66 50 35
"6198" 4 4 0 1 0 5 2 3 2 0 4 3 1 2 0 15 11 11 4 8
"6199" 2 1 4 6 3 12 5 1 5 10 11 6 7 4 0 6 1 5 15 11
"6200" 5 11 11 12 14 10 22 7 12 29 26 21 12 5 4 31 25 31 21 17
"6222" 13 17 18 13 5 20 11 6 11 9 9 23 7 10 0 6 5 18 50 11
"6246" 0 0 0 0 1 0 1 0 1 1 0 3 0 0 0 2 7 7 1 0
"6251" 16 1 17 1 0 2 0 2 2 1 0 2 0 0 0 1 2 1 0 2
"6252" 5 0 9 3 0 0 6 3 3 3 1 5 2 1 0 13 2 12 4 2
"6255" 9 4 4 1 4 3 2 2 4 7 3 5 2 9 0 1 1 6 4 4
"6266" 4 7 3 3 3 4 3 2 7 10 7 5 2 13 0 4 1 3 9 2
"6267" 55 14 65 2 5 10 12 10 5 8 11 9 11 1 3 37 17 27 20 16
"6268" 12 1 7 0 1 1 2 0 0 1 4 0 2 9 0 0 0 2 1 0
"6270" 6 12 7 10 19 21 12 14 13 12 41 22 13 9 5 25 23 30 29 24
"6280" 0 1 1 1 0 4 2 0 0 0 2 6 0 3 0 0 1 0 10 0
"6291" 0 5 4 1 1 3 3 5 1 2 3 7 0 2 0 2 1 0 2 0
"6297" 29 4 39 5 5 12 9 6 7 10 22 12 6 4 1 33 25 41 12 8
"6298" 6 0 4 1 1 2 2 2 2 1 6 0 0 1 0 3 0 0 1 1
"6299" 5 1 7 0 3 0 0 0 0 0 1 0 3 0 0 3 4 0 1 1
"6311" 6 15 3 5 4 4 8 5 5 19 13 6 6 13 2 7 2 4 14 5
"6320" 3 3 4 0 2 0 3 5 1 5 5 5 2 2 0 6 9 6 12 6
"6334" 0 0 1 5 2 5 2 2 8 3 0 4 2 4 0 2 0 0 6 1
"6335" 8 11 3 16 7 20 20 16 13 21 24 27 24 17 4 3 6 11 35 30
"6338" 0 4 2 2 4 0 2 1 4 3 2 4 7 1 0 3 0 2 4 3
"6340" 3 2 2 2 1 4 0 0 3 2 0 4 1 0 1 1 0 0 4 2
"6343" 0 0 0 3 2 12 6 0 9 8 2 7 0 4 3 4 2 1 10 3
"6344" 0 0 0 1 0 3 3 4 0 1 0 3 3 1 1 0 2 0 4 3
"6347" 8 6 6 7 10 16 22 10 18 29 26 36 13 8 5 79 40 59 50 29
"6348" 2 4 1 0 3 5 1 1 3 0 1 6 1 6 0 1 0 7 7 2
"6373" 1 0 6 3 3 2 4 1 4 6 4 5 2 1 0 4 0 2 3 6
"6374" 4 6 15 4 5 3 0 2 3 3 0 0 3 3 2 0 1 1 2 2
"6385" 1 2 0 1 1 5 0 1 1 3 4 1 4 2 0 0 0 0 2 0
"6389" 6 1 3 0 1 0 1 0 1 2 0 0 1 1 3 1 0 0 0 0
"6391" 3 5 2 6 4 1 3 4 0 1 3 3 3 5 0 0 1 1 2 4
"6393" 1 0 7 0 1 1 1 2 2 0 3 2 1 0 0 10 3 5 1 1
"6394" 1 4 2 4 0 3 5 2 1 3 6 5 1 4 0 8 5 7 8 3
"6396" 6 1 9 0 1 1 0 0 1 2 3 1 1 1 0 0 1 0 2 0
"6398" 0 0 1 3 2 0 1 3 0 7 0 2 1 2 0 7 3 5 0 2
"64" 2 5 5 3 6 4 9 7 8 10 8 8 9 8 3 1 2 3 8 4
"6408" 4 0 1 3 2 0 1 1 2 3 6 6 3 8 1 3 0 1 4 5
"643" 3 2 1 1 1 1 0 2 2 0 1 2 1 1 0 4 1 5 1 1
"6438" 2 3 1 2 2 6 3 5 5 6 3 4 0 1 0 2 0 0 6 5
"644" 3 0 0 0 0 2 2 3 1 2 2 3 2 1 0 1 4 1 6 2
"6454" 10 1 16 3 0 0 0 1 1 5 3 1 2 1 0 2 1 4 2 1
"6455" 8 2 3 1 3 0 0 0 0 1 1 1 1 1 0 2 1 2 1 2
"6456" 9 6 13 0 1 1 0 3 2 3 1 1 4 0 3 15 10 11 10 2
"6463" 11 4 8 1 1 4 5 6 3 2 2 13 4 0 0 13 16 23 12 2
"647" 0 0 1 5 0 1 1 0 2 1 1 0 5 4 0 0 0 0 3 1
"6489" 10 0 2 2 1 0 0 0 1 0 2 0 1 2 0 4 2 1 1 1
"6499" 36 12 23 5 4 5 3 2 7 7 9 3 6 0 0 4 1 4 2 10
"6506" 4 6 3 4 5 8 7 7 5 11 9 10 6 7 0 0 2 2 15 11
"6507" 1 5 1 6 6 5 5 0 11 13 19 9 11 8 3 1 0 1 6 6
"6516" 1 3 2 1 3 6 5 1 1 8 3 1 2 5 2 26 23 9 9 3
"6517" 80 13 93 5 6 19 9 11 12 18 21 18 10 7 0 40 73 119 49 23
"6526" 4 1 2 2 0 1 1 1 1 0 1 2 0 0 0 10 7 8 5 1
"6527" 6 1 4 0 1 2 7 2 2 1 0 5 2 0 0 2 2 1 6 7
"6528" 2 0 0 4 1 4 2 0 1 1 1 0 2 1 0 4 2 3 0 0
"6529" 13 3 18 4 2 1 3 1 3 1 4 2 1 8 1 3 2 1 2 2
"653" 29 17 47 7 17 18 24 10 16 29 27 22 17 19 4 45 35 49 36 18
"6530" 0 0 4 4 3 2 6 2 3 1 2 5 3 0 0 12 8 14 11 5
"6535" 10 10 10 6 9 1 0 1 4 14 14 4 8 4 1 0 0 0 6 2
"6539" 7 0 6 0 2 0 1 0 3 0 2 3 1 3 0 1 3 3 2 2
"6540" 8 2 8 5 0 0 1 1 1 0 2 2 0 0 0 0 0 2 2 1
"655" 28 16 84 15 27 17 21 21 16 37 38 24 17 22 3 80 45 82 44 34
"6556" 0 2 0 0 1 3 3 4 3 7 1 2 1 2 0 0 0 0 1 3
"6566" 0 0 3 1 2 1 1 4 0 0 2 1 2 3 1 0 0 0 2 1
"6583" 9 5 4 0 0 1 1 2 3 2 10 0 3 3 1 2 1 2 3 2
"6591" 2 1 2 2 2 1 2 0 6 1 2 7 4 4 0 0 0 0 1 2
"6592" 14 5 13 2 5 4 4 4 3 6 5 10 10 5 1 2 0 0 10 7
"6594" 8 2 16 1 0 1 5 0 4 5 1 2 0 0 0 4 5 3 0 0
"66" 2 0 3 1 2 6 8 3 5 9 6 6 4 2 0 9 6 2 8 10
"6610" 4 2 7 0 0 0 0 1 1 3 4 1 1 7 0 0 0 1 3 2
"6611" 0 4 0 0 0 2 3 1 1 10 4 0 2 0 0 0 1 1 1 3
"6612" 4 3 2 3 8 3 4 1 9 5 0 5 3 3 0 0 0 2 8 3
"6624" 8 1 17 2 1 2 3 5 4 5 2 7 2 1 1 17 13 14 10 7
"6626" 42 11 68 9 14 16 24 15 9 23 25 27 16 6 3 59 51 58 35 23
"6632" 40 16 47 11 9 9 7 5 14 21 20 18 9 5 0 39 27 36 23 11
"6633" 0 5 0 3 2 3 1 2 1 3 0 1 2 8 0 0 1 0 1 1
"6635" 7 0 1 4 3 2 6 2 1 14 2 5 4 2 1 1 0 1 8 4
"6652" 0 0 3 0 3 4 8 2 4 3 3 3 3 0 0 0 1 1 13 7
"6653" 0 5 1 2 1 4 3 3 0 3 2 3 3 0 0 0 1 2 7 7
"6689" 1 1 2 3 2 0 1 2 1 0 0 2 2 6 0 3 0 0 4 2
"6705" 5 8 10 6 9 1 7 3 3 2 7 6 2 2 1 0 0 3 4 6
"6706" 1 6 1 2 1 1 3 0 3 2 3 4 4 4 0 1 0 0 9 3
"6709" 11 7 7 9 5 6 7 5 5 13 7 7 11 6 0 2 0 0 9 9
"6711" 4 2 1 1 3 5 2 1 3 6 4 5 6 0 0 0 3 1 7 6
"6716" 0 0 0 4 6 0 1 1 1 4 2 2 4 4 0 0 0 0 4 2
"6717" 17 12 5 26 21 26 40 31 37 49 38 60 40 29 9 72 57 63 94 60
"6725" 0 4 0 7 1 1 3 1 1 5 8 2 5 8 0 0 0 0 9 4
"6737" 10 9 23 6 5 14 9 17 12 23 30 16 10 19 1 28 25 52 14 8
"6741" 1 4 2 3 3 1 0 3 1 3 0 0 3 1 3 0 0 0 1 1
"6742" 3 3 3 3 1 1 2 1 1 2 7 0 2 2 1 0 0 0 4 1
"6743" 1 3 2 4 4 5 8 4 7 7 12 4 6 11 0 0 0 0 9 3
"6744" 9 9 6 2 13 6 10 3 5 13 4 10 16 6 3 23 12 12 6 13
"6745" 0 1 1 3 2 2 0 3 2 3 5 2 4 5 0 0 0 0 4 2
"6747" 2 1 3 3 2 5 2 3 2 4 9 1 5 2 0 3 2 1 4 1
"6748" 3 1 0 3 3 7 9 11 12 7 3 13 7 2 1 0 0 0 37 13
"6763" 2 4 0 3 0 1 3 1 2 7 4 2 5 5 2 0 0 0 4 1
"6764" 2 7 4 3 11 9 14 11 13 40 13 9 16 15 1 3 0 1 25 19
"6769" 1 2 2 1 3 5 6 7 8 8 6 19 10 3 0 1 1 0 17 6
"6772" 71 30 125 13 26 21 29 24 23 42 41 19 40 32 6 96 78 89 55 33
"6775" 3 12 2 24 9 5 4 11 13 22 22 8 12 11 0 1 0 0 17 11
"6786" 3 2 7 10 7 2 4 6 7 11 15 5 9 12 0 0 0 0 14 9
"6790" 6 4 28 3 4 9 4 3 10 2 5 10 5 2 1 28 21 37 20 8
"6792" 12 1 15 1 2 2 3 1 1 1 1 1 0 2 0 3 0 0 2 1
"6796" 1 3 2 2 2 0 0 2 1 7 10 2 3 3 0 0 0 0 3 2
"6797" 4 1 3 1 0 3 2 1 2 4 5 2 5 2 0 0 3 7 6 4
"68" 0 1 1 0 2 10 0 1 3 3 2 0 2 3 1 4 5 0 10 5
"6801" 1 0 3 6 4 3 8 7 10 14 8 7 11 1 0 1 0 0 19 11
"6833" 0 0 0 0 0 4 2 1 5 2 1 4 1 0 0 0 0 0 4 3
"6835" 2 10 3 3 3 5 1 2 5 7 7 3 6 5 1 4 4 9 7 5
"6842" 31 10 53 11 13 8 28 17 18 26 19 26 17 19 5 39 30 41 36 17
"6843" 2 3 4 1 5 3 0 1 1 3 4 2 1 5 0 3 1 0 10 5
"6848" 157 63 198 56 48 88 69 52 79 83 79 147 67 53 12 284 170 284 157 102
